'id_car_serie','id_car_model','id_car_generation','name','date_create','date_update','id_car_type'
'8570','663','687','Универсал','1403382137','1461885562','1'
'8571','663','688','Седан','1403382137','1461885562','1'
'8572','663','688','Купе','1403382137','1461885562','1'
'8573','663','688','Универсал','1403382137','1461885562','1'
'8574','654','668','Седан','1403382184','1461885553','1'
'8575','654','669','Седан','1403382184','1461885553','1'
'8583','699','715','Минивэн','1403382665','1461885617','1'
'8584','699','716','Минивэн','1403382665','1461885617','1'
'8585','712','5608','Пикап','1403382669','1568054609','1'
'8586','712','5608','Пикап','1403382669','1568054609','1'
'8587','712','5608','Пикап','1403382669','1461879126','1'
'8596','728','8065','Седан','1403382867','1568054641','1'
'8600','758','8088','Хэтчбек','1403383100','1568054647','1'
'8601','759','760','Седан','1403383105','1568054647','1'
'8602','759','761','Седан','1403383105','1568054647','1'
'8603','759','762','Хэтчбек','1403383105','1568054647','1'
'8604','759','763','Хэтчбек','1403383105','1653260110','1'
'8610','779','797','Седан','1403383389','1568054656','1'
'8611','779','798','Седан','1403383389','1568054656','1'
'8612','779','799','Седан','1403383389','1568054656','1'
'8613','779','800','Седан','1403383389','1568054656','1'
'8615','790','820','Минивэн','1403383408','1568054661','1'
'8616','790','821','Минивэн','1403383408','1568054661','1'
'8617','790','822','Минивэн','1403383408','1568054661','1'
'8618','794','828','Кроссовер','1403383458','1586461979','1'
'8622','804','841','Минивэн','1403383533','1568054664','1'
'8625','808','8121','Минивэн','1403383592','1568054664','1'
'8626','810','8123','Хэтчбек','1403383603','1568054665','1'
'8629','826','862','Седан','1403383809','1568054670','1'
'8630','831','868','Седан','1403383821','1568054673','1'
'8631','831','869','Седан','1403383821','1568054673','1'
'8632','831','870','Седан','1403383821','1568054673','1'
'8633','831','871','Седан','1403383821','1568054673','1'
'8636','844','880','Хэтчбек','1403383948','1568054676','1'
'8637','839','879','Седан','1403383985','1568054676','1'
'8638','848','885','Седан','1403383995','1568054678','1'
'8639','848','885','Хэтчбек','1403383995','1568054678','1'
'8640','848','886','Седан','1403383995','1568054678','1'
'8641','848','886','Хэтчбек','1403383995','1568054678','1'
'8643','853','897','Купе','1403384054','1568054680','1'
'8644','858','8158','Кроссовер','1403384070','1568054681','1'
'8645','855','899','Кроссовер','1403384105','1586462386','1'
'8649','875','921','Внедорожник','1403384188','1568054685','1'
'8650','875','922','Внедорожник','1403384188','1568054685','1'
'8651','862','903','Кроссовер','1403384224','1586462404','1'
'8652','862','904','Кроссовер','1403384224','1568054682','1'
'8657','895','945','Внедорожник','1403384423','1461886024','1'
'8658','901','952','Внедорожник','1403384478','1568054702','1'
'8659','901','952','Внедорожник','1403384478','1461886028','1'
'8660','901','952','Внедорожник','1403384478','1461886028','1'
'8661','914','962','Купе','1403384602','1461879194','1'
'8662','914','962','Кабриолет','1403384602','1461879194','1'
'8663','914','963','Купе','1403384602','1461879194','1'
'8664','914','963','Кабриолет','1403384602','1461879194','1'
'8665','918','967','Седан','1403384650','1568054704','1'
'8666','919','9425','Седан','1403384652','1568054704','1'
'8667','919','970','Седан','1403384652','1568054704','1'
'8668','919','972','Седан','1403384652','1568054704','1'
'8669','919','972','Седан','1403384652','1568054704','1'
'8670','919','973','Седан','1403384652','1461886040','1'
'8671','919','974','Седан','1403384652','1461886040','1'
'8672','919','975','Седан','1403384652','1461886040','1'
'8673','931','995','Внедорожник','1403384832','1568054708','1'
'8674','931','996','Внедорожник','1403384832','1568054708','1'
'8676','937','999','Минивэн','1403384851','1568054708','1'
'8677','937','1000','Минивэн','1403384851','1568054709','1'
'8678','937','1001','Минивэн','1403384851','1568054709','1'
'8680','946','1014','Седан','1403384918','1568054712','1'
'8681','946','1015','Седан','1403384918','1568054712','1'
'8682','939','1006','Хэтчбек','1403384946','1568054710','1'
'8683','939','1006','Хэтчбек','1403384946','1568054710','1'
'8684','939','1006','Универсал','1403384946','1568054710','1'
'8685','939','1007','Хэтчбек','1403384946','1568054710','1'
'8686','939','1007','Универсал','1403384946','1568054710','1'
'8687','939','1007','Хэтчбек','1403384946','1568054710','1'
'8688','940','1009','Седан','1403384948','1568054711','1'
'8689','940','1009','Купе','1403384948','1568054711','1'
'8690','940','1010','Седан','1403384948','1568054711','1'
'8693','949','10313','Седан','1403385004','1568054713','1'
'8694','949','1018','Седан','1403385004','1568054713','1'
'8695','949','1019','Седан','1403385004','1568054713','1'
'8696','949','1020','Седан','1403385004','1568054713','1'
'8698','956','1025','Седан','1403385017','1568054716','1'
'8699','956','1025','Хэтчбек','1403385017','1568054716','1'
'8700','956','1026','Седан','1403385017','1568054716','1'
'8701','956','1026','Универсал','1403385017','1568054716','1'
'8702','959','1030','Лифтбек','1403385022','1568054717','1'
'8703','958','1028','Седан','1403385069','1568054717','1'
'8705','966','7257','Минивэн','1403385079','1568054719','1'
'8708','977','1044','Родстер','1403385153','1653252409','1'
'8709','977','1044','Родстер','1403385153','1653252410','1'
'8713','987','7262','Хэтчбек','1403385247','1568054722','1'
'8715','999','8232','Седан','1403385433','1568054723','1'
'8717','1007','1061','Внедорожник','1403385456','1568054724','1'
'8718','1007','1062','Внедорожник','1403385456','1568054724','1'
'8719','1007','1063','Внедорожник','1403385456','1568054724','1'
'8720','1007','7267','Внедорожник','1403385456','1568054724','1'
'8721','1008','1065','Кроссовер','1403385496','1586463077','1'
'8722','1008','1066','Кроссовер','1403385496','1586463078','1'
'8723','1008','1067','Кроссовер','1403385496','1653252430','1'
'8724','1008','1067','Кроссовер','1403385496','1653252429','1'
'8727','1026','1097','Седан','1403385625','1461886273','1'
'8728','1026','1098','Седан','1403385625','1568054729','1'
'8729','1026','1099','Седан','1403385625','1568054729','1'
'8730','1026','1100','Седан','1403385625','1568054729','1'
'8731','1019','1077','Хэтчбек','1403385664','1568054727','1'
'8732','1020','1079','Седан','1403385667','1568054727','1'
'8733','1020','1080','Седан','1403385667','1568054727','1'
'8734','1020','1081','Седан','1403385667','1568054727','1'
'8735','1020','1082','Седан','1403385667','1568054727','1'
'8736','1020','1083','Седан','1403385667','1568054727','1'
'8737','1027','1102','Внедорожник','1403385671','1568054729','1'
'8738','1027','1103','Внедорожник','1403385671','1568054729','1'
'8739','1027','1104','Внедорожник','1403385671','1568054729','1'
'8740','1029','1106','Кроссовер','1403385724','1586463139','1'
'8741','1029','1107','Кроссовер','1403385724','1586463140','1'
'8742','1029','1108','Кроссовер','1403385724','1586463140','1'
'8743','1030','1110','Купе','1403385728','1568054730','1'
'8745','1039','1115','Седан','1403385741','1568054731','1'
'8748','1045','8247','Внедорожник','1403385866','1461886286','1'
'8749','1046','1117','Кроссовер','1403385870','1568054731','1'
'8751','1053','1128','Родстер','1403385932','1653252466','1'
'8755','1063','7276','Минивэн','1403386029','1461879259','1'
'8756','1069','7280','Внедорожник','1403386050','1461879261','1'
'8758','1075','8264','Внедорожник','1403386151','1568054762','1'
'8762','1099','7286','Купе','1403386295','1568054763','1'
'8766','1096','7285','Хэтчбек','1403386506','1586463310','1'
'8767','1117','8295','Купе','1403386515','1568054764','1'
'8768','1121','1157','Седан','1403386535','1568054765','1'
'8769','1121','1158','Хэтчбек','1403386535','1461886452','1'
'8770','1115','1152','Седан','1403386570','1568054764','1'
'8771','1115','1153','Седан','1403386570','1568054764','1'
'8772','1115','1154','Седан','1403386570','1568054764','1'
'8773','1123','1160','Седан','1403386574','1568054765','1'
'8774','1123','1160','Хэтчбек','1403386574','1568054765','1'
'8775','1123','1160','Хэтчбек','1403386574','1568054765','1'
'8776','1123','1161','Хэтчбек','1403386574','1568054765','1'
'8777','1127','1174','Седан','1403386581','1568054769','1'
'8778','1127','1174','Седан','1403386581','1586463411','1'
'8779','1127','1174','Лифтбек','1403386581','1568054769','1'
'8780','1127','1175','Седан','1403386581','1568054769','1'
'8781','1127','1175','Универсал','1403386581','1586463417','1'
'8782','1127','1174','Универсал','1403386581','1568054769','1'
'8783','1130','8303','Универсал','1403386686','1461886465','1'
'8787','1143','1196','Хэтчбек','1403386754','1461886508','1'
'8788','1143','1197','Хэтчбек','1403386754','1461886508','1'
'8789','1143','1198','Хэтчбек','1403386754','1568054777','1'
'8793','1156','1205','Седан','1403386926','1568054779','1'
'8794','1156','9488','Хэтчбек','1403386926','1568054778','1'
'8795','1156','9497','Универсал','1403386926','1653263036','1'
'8796','1156','1206','Седан','1403386926','1568054779','1'
'8797','1156','9487','Хэтчбек','1403386926','1568054778','1'
'8798','1156','1206','Хэтчбек','1403386926','1653263032','1'
'8799','1159','1208','Седан','1403386929','1461879316','1'
'8800','1161','1210','Минивэн','1403386939','1568054780','1'
'8801','1161','1211','Минивэн','1403386939','1568054781','1'
'8804','1173','1226','Купе','1403387060','1653263086','1'
'8805','1173','1227','Купе','1403387060','1653263088','1'
'8806','1176','1229','Седан','1403387108','1461886569','1'
'8807','1178','1231','Кроссовер','1403387117','1653252564','1'
'8809','20343','1237','Хэтчбек','1403387186','1461879363','1'
'8810','20343','1238','Хэтчбек','1403387186','1461879364','1'
'8811','1190','128097','Минивэн','1403387195','1653252573','1'
'8814','20350','1253','Кабриолет','1403387252','1461879376','1'
'8815','20350','1253','Седан','1403387252','1461879376','1'
'8816','20350','1253','Купе','1403387252','1461879376','1'
'8817','20350','1253','Универсал','1403387252','1461879376','1'
'8818','20350','1254','Универсал','1403387252','1461879377','1'
'8819','20350','1254','Седан','1403387252','1461879377','1'
'8820','20350','1255','Универсал','1403387252','1551192183','1'
'8821','20350','1255','Седан','1403387252','1551192152','1'
'8823','20350','7316','Универсал','1403387252','1461879378','1'
'8824','20350','7316','Кабриолет','1403387252','1461879378','1'
'8825','20350','9055','Седан','1403387252','1462057652','1'
'8826','20348','1245','Купе','1403387283','1461879369','1'
'8827','20348','1246','Купе','1403387283','1461879369','1'
'8828','20348','1247','Купе','1403387283','1461879369','1'
'8829','20358','1269','Минивэн','1403387307','1461879387','1'
'8830','20364','9057','Седан','1403387404','1462057654','1'
'8831','20364','9057','Лимузин','1403387404','1462057654','1'
'8833','20364','9056','Седан','1403387404','1462057654','1'
'8834','20364','1273','Седан','1403387404','1461879390','1'
'8838','20364','1274','Седан','1403387404','1461879390','1'
'8839','20364','7325','Купе','1403387404','1461879391','1'
'8840','20364','9057','Седан','1403387404','1462057654','1'
'8841','20364','1276','Седан','1403387404','1653264464','1'
'8844','1217','1300','Седан','1403387484','1568054785','1'
'8845','1217','1301','Седан','1403387484','1461879398','1'
'8846','1217','1302','Седан','1403387484','1461879398','1'
'8850','1239','8344','Хэтчбек','1403387664','1461886693','1'
'8853','1244','8349','Кабриолет','1403387722','1568054787','1'
'8858','1259','6674','Купе','1403387910','1568054820','1'
'8859','1260','1328','Хэтчбек','1403387913','1461886755','1'
'8860','1260','1329','Хэтчбек','1403387913','1461886755','1'
'8861','1265','8358','Седан','1403387960','1461886760','1'
'8862','1269','8362','Внедорожник','1403387972','1461886765','1'
'8863','1266','1332','Кроссовер','1403388004','1586463951','1'
'8865','1278','1348','Купе','1403388032','1568054825','1'
'8866','1278','1348','Кабриолет','1403388032','1461886803','1'
'8867','1278','1349','Купе','1403388032','1568054825','1'
'8868','1278','1350','Купе','1403388032','1568054825','1'
'8869','1274','1343','Минивэн','1403388069','1576962268','1'
'8870','1274','1344','Минивэн','1403388069','1568054824','1'
'8871','1284','1354','Седан','1403388088','1568054826','1'
'8872','1284','1354','Универсал','1403388088','1568054826','1'
'8873','1284','1355','Седан','1403388088','1568054826','1'
'8874','1284','1355','Хэтчбек','1403388088','1568054826','1'
'8875','1284','1356','Седан','1403388088','1568054826','1'
'8876','1284','1356','Хэтчбек','1403388088','1568054826','1'
'8877','1284','1357','Седан','1403388088','1568054826','1'
'8878','1284','1358','Седан','1403388088','1568054827','1'
'8879','1284','1358','Универсал','1403388088','1653265037','1'
'8880','1284','1359','Купе','1403388088','1586464012','1'
'8881','1284','1359','Седан','1403388088','1568054827','1'
'8883','1280','8370','Седан','1403388129','1461886805','1'
'8884','1290','1361','Пикап','1403388143','1568054828','1'
'8886','1300','1393','Кроссовер','1403388215','1600763332','1'
'8887','1300','1394','Кроссовер','1403388215','1586464086','1'
'8888','1300','1395','Кроссовер','1403388215','1586464087','1'
'8889','1296','1383','Хэтчбек','1403388244','1568054833','1'
'8890','1296','1384','Хэтчбек','1403388244','1568054833','1'
'8893','1306','6936','Внедорожник','1403388308','1568054837','1'
'8894','1310','1407','Минивэн','1403388317','1568054838','1'
'8895','1310','1408','Минивэн','1403388317','1568054838','1'
'8897','1316','1415','Минивэн','1403388438','1568054839','1'
'8898','1316','1416','Минивэн','1403388438','1568054839','1'
'8900','1325','8391','Хэтчбек','1403388505','1461886874','1'
'8901','1323','8390','Родстер','1403388553','1461886873','1'
'8903','1337','7352','Кабриолет','1403388625','1586464154','1'
'8904','1331','1427','Седан','1403388668','1461886877','1'
'8905','1331','1427','Универсал','1403388668','1461886877','1'
'8906','1340','7355','Тарга','1403388689','1461879436','1'
'8911','1351','1437','Купе','1403388911','1568054840','1'
'8912','1364','1453','Седан','1403388937','1568054844','1'
'8915','1368','1476','Седан','1403388985','1568054849','1'
'8916','1368','1477','Седан','1403388985','1568054849','1'
'8918','1366','9596','Универсал','1403389025','1568054848','1'
'8919','1366','1469','Седан','1403389025','1568054848','1'
'8920','1366','1470','Седан','1403389025','1568054848','1'
'8922','1379','1491','Седан','1403389094','1586464319','1'
'8923','1379','1492','Седан','1403389094','1568054852','1'
'8924','1379','9613','Универсал','1403389094','1568054852','1'
'8925','1379','1494','Седан','1403389094','1586464322','1'
'8926','1376','1485','Кабриолет','1403389151','1568054851','1'
'8927','1376','1485','Купе','1403389151','1568054851','1'
'8928','1376','1486','Тарга','1403389151','1568054851','1'
'8929','1376','9607','Купе','1403389151','1568054851','1'
'8930','1376','1487','Тарга','1403389151','1568054851','1'
'8931','1385','1500','Седан','1403389155','1586464352','1'
'8932','1385','1501','Седан','1403389155','1586464353','1'
'8933','1385','1502','Седан','1403389155','1568054855','1'
'8934','1385','1503','Седан','1403389155','1568054855','1'
'8935','1385','1504','Седан','1403389155','1568054855','1'
'8937','1387','1506','Седан','1403389204','1568054855','1'
'8938','1387','1507','Купе','1403389204','1568054855','1'
'8939','1394','1521','Хэтчбек','1403389218','1568054859','1'
'8940','1400','7362','Купе','1403389285','1461879443','1'
'8941','1401','1533','Хэтчбек','1403389289','1568054861','1'
'8942','1401','1534','Хэтчбек','1403389289','1568054861','1'
'8945','1420','1561','Минивэн','1403389527','1568054864','1'
'8946','1425','1566','Кроссовер','1403389585','1586464644','1'
'8950','1416','1555','Седан','1403389745','1461879484','1'
'8951','1416','1555','Купе','1403389745','1461879484','1'
'8952','1416','1556','Седан','1403389745','1461879484','1'
'8953','1416','1556','Купе','1403389745','1461879484','1'
'8958','1438','1594','Хэтчбек','1403389925','1568054873','1'
'8959','1438','1594','Хэтчбек','1403389925','1568054874','1'
'8960','1438','1594','Универсал','1403389925','1568054873','1'
'8961','1438','1594','Хэтчбек','1403389925','1568054873','1'
'8962','1438','9656','Седан','1403389925','1568054874','1'
'8963','1438','9656','Купе','1403389925','1568054874','1'
'8964','1438','1595','Седан','1403389925','1568054874','1'
'8965','1438','1594','Универсал','1403389925','1568054874','1'
'8966','1451','6677','Седан','1403389937','1568054884','1'
'8967','1451','1612','Седан','1403389937','1568054884','1'
'8968','1451','1612','Универсал','1403389937','1568054884','1'
'8969','1451','1613','Седан','1403389937','1568054884','1'
'8970','1451','1612','Хэтчбек','1403389937','1568054884','1'
'8971','1453','1616','Минивэн','1403389989','1568054885','1'
'8972','1453','1617','Минивэн','1403389989','1568054885','1'
'8976','1477','1630','Кроссовер','1403390228','1568054888','1'
'8980','1501','1646','Минивэн','1403390528','1568054896','1'
'8981','1501','6209','Минивэн','1403390528','1653253111','1'
'8982','1511','8489','Хэтчбек','1403390602','1461887238','1'
'8985','1517','9685','Купе','1403390656','1568054898','1'
'8986','1517','9683','Кабриолет','1403390656','1568054898','1'
'8987','1517','1661','Купе','1403390656','1568054898','1'
'8988','1517','9684','Купе','1403390656','1653268811','1'
'8989','1517','1663','Кабриолет','1403390656','1568054900','1'
'8991','1512','1654','Минивэн','1403390764','1568054897','1'
'8992','1512','1655','Минивэн','1403390764','1461887239','1'
'8993','1525','1674','Седан','1403390768','1461887286','1'
'8994','1525','1674','Хэтчбек','1403390768','1461887286','1'
'8996','1536','1693','Кабриолет','1403390839','1568054904','1'
'8998','1536','1693','Купе','1403390839','1568054904','1'
'8999','1536','1691','Купе','1403390839','1568054904','1'
'9000','1536','1691','Купе','1403390839','1568054905','1'
'9001','1536','1692','Купе','1403390839','1568054905','1'
'9002','1536','1692','Кабриолет','1403390839','1568054905','1'
'9003','1536','1692','Купе','1403390839','1568054905','1'
'9004','1536','1693','Купе','1403390839','1568054904','1'
'9005','1536','8510','Тарга','1403390839','1568054905','1'
'9006','1536','1694','Купе','1403390839','1586465239','1'
'9007','1536','8511','Купе','1403390839','1586465227','1'
'9008','1536','1694','Кабриолет','1403390839','1586465244','1'
'9009','1536','1695','Кабриолет','1403390839','1586465235','1'
'9010','1536','1695','Купе','1403390839','1568054903','1'
'9014','1528','1678','Седан','1403391005','1461887290','1'
'9015','1528','1678','Купе','1403391005','1461887290','1'
'9016','1549','1707','Лифтбек','1403391012','1568054907','1'
'9018','1551','8521','Седан','1403391072','1568054908','1'
'9021','1560','1711','Хэтчбек','1403391090','1461887347','1'
'9024','1564','1718','Внедорожник','1403391145','1461887350','1'
'9025','1564','1719','Внедорожник','1403391145','1461887350','1'
'9027','1547','1705','Купе','1403391184','1568054907','1'
'9029','1559','1709','Хэтчбек','1403391245','1461887347','1'
'9030','1559','1709','Седан','1403391245','1568054908','1'
'9031','1569','7375','Кабриолет','1403391250','1568054908','1'
'9035','1588','1732','Универсал','1403391379','1568054912','1'
'9036','1588','1732','Хэтчбек','1403391379','1653253187','1'
'9037','1588','1732','Хэтчбек','1403391379','1568054913','1'
'9038','1588','1733','Хэтчбек','1403391379','1568054913','1'
'9039','1588','1733','Хэтчбек','1403391379','1568054913','1'
'9040','1588','1734','Хэтчбек','1403391379','1653253191','1'
'9041','1588','1734','Хэтчбек','1403391379','1568054914','1'
'9042','1589','6700','Кроссовер','1403391385','1568054914','1'
'9043','1590','1736','Минивэн','1403391495','1568054915','1'
'9044','1590','1737','Минивэн','1403391496','1568054915','1'
'9045','1590','1738','Минивэн','1403391496','1568054915','1'
'9046','1600','1758','Минивэн','1403391618','1600764496','1'
'9048','1607','1771','Хэтчбек','1403391633','1653253292','1'
'9050','1602','1762','Хэтчбек','1403391664','1653253280','1'
'9051','1602','9721','Хэтчбек','1403391664','1653253281','1'
'9053','1613','1777','Седан','1403391689','1568054926','1'
'9056','1598','1751','Седан','1403391784','1568054918','1'
'9057','1598','1752','Седан','1403391784','1568054918','1'
'9058','1621','7388','Купе','1403391802','1568054941','1'
'9060','1626','1789','Универсал','1403391855','1568054942','1'
'9061','1626','1789','Седан','1403391855','1568054942','1'
'9063','1636','107916','Кабриолет','1403391923','1653253313','1'
'9065','1636','107916','Хэтчбек','1403391923','1653253312','1'
'9067','1641','1800','Кабриолет','1403392041','1568054945','1'
'9068','1641','1800','Седан','1403392041','1461887483','1'
'9069','1641','1800','Хэтчбек','1403392041','1568054945','1'
'9070','1641','1800','Хэтчбек','1403392041','1585892529','1'
'9073','1651','8578','Седан','1403392160','1461887527','1'
'9074','1655','1807','Купе','1403392208','1461887529','1'
'9080','1659','1813','Кроссовер','1403392325','1586465612','1'
'9081','1667','1820','Минивэн','1403392330','1568054947','1'
'9082','1674','1833','Хэтчбек','1403392392','1600764685','1'
'9083','1674','1834','Хэтчбек','1403392392','1568054953','1'
'9085','1678','1836','Хэтчбек','1403392402','1568054953','1'
'9086','1678','1837','Седан','1403392402','1568054953','1'
'9087','1678','1838','Лифтбек','1403392402','1568054953','1'
'9089','1683','8602','Седан','1403392521','1568054955','1'
'9090','1683','1843','Хэтчбек','1403392521','1568054954','1'
'9091','1683','8602','Хэтчбек','1403392521','1586465673','1'
'9092','1670','1824','Купе','1403392570','1653253329','1'
'9093','1670','1824','Универсал','1403392570','1653253329','1'
'9094','1670','1822','Универсал','1403392570','1568054948','1'
'9095','1670','1822','Купе','1403392570','1568054948','1'
'9097','1670','1824','Седан','1403392570','1568054948','1'
'9101','1689','1853','Лифтбек','1403392588','1568054959','1'
'9102','1689','1853','Универсал','1403392588','1568054958','1'
'9103','1689','1854','Седан','1403392588','1568054959','1'
'9106','1701','1867','Седан','1403392699','1568054961','1'
'9108','1699','1862','Пикап','1403392744','1586465768','1'
'9109','1699','1863','Пикап','1403392744','1586465768','1'
'9110','1707','1875','Внедорожник','1403392756','1568054962','1'
'9111','1707','1876','Внедорожник','1403392756','1568054962','1'
'9113','1705','1871','Внедорожник','1403392869','1568054962','1'
'9114','1714','1880','Микровэн','1403392873','1461887648','1'
'9116','1718','1887','Хэтчбек','1403392882','1568054968','1'
'9117','1718','1888','Хэтчбек','1403392882','1568054968','1'
'9118','1718','1888','Хэтчбек','1403392882','1568054968','1'
'9119','1718','1889','Хэтчбек','1403392882','1568054968','1'
'9120','1718','1889','Хэтчбек','1403392882','1568054968','1'
'9121','1718','1890','Хэтчбек','1403392882','1568054968','1'
'9122','1718','1890','Хэтчбек','1403392882','1568054968','1'
'9123','1719','1891','Седан','1403392886','1568054969','1'
'9124','1719','1893','Седан','1403392886','1568054969','1'
'9125','1719','1893','Универсал','1403392886','1568054969','1'
'9126','1719','1894','Седан','1403392886','1568054969','1'
'9127','1719','1894','Универсал','1403392886','1568054969','1'
'9128','1719','1895','Седан','1403392886','1568054969','1'
'9129','1719','1895','Универсал','1403392886','1568054969','1'
'9130','1719','1896','Универсал','1403392886','1568054969','1'
'9131','1719','1896','Седан','1403392886','1586465874','1'
'9132','1723','1900','Седан','1403392938','1461887663','1'
'9133','1723','1900','Универсал','1403392938','1568054970','1'
'9134','1723','1901','Седан','1403392938','1568054970','1'
'9135','1723','1901','Универсал','1403392938','1600764860','1'
'9136','1723','10858','Седан','1403392938','1461887663','1'
'9137','1723','10858','Универсал','1403392938','1600764860','1'
'9142','1737','1909','Хэтчбек','1403393121','1461887705','1'
'9143','1737','1910','Хэтчбек','1403393121','1568054971','1'
'9144','1737','1911','Хэтчбек','1403393121','1461887705','1'
'9145','1737','1911','Хэтчбек','1403393121','1461887705','1'
'9146','1737','1912','Хэтчбек','1403393121','1461887705','1'
'9148','1737','1908','Хэтчбек','1403393121','1568054971','1'
'9151','1739','8639','Тарга','1403393202','1568054972','1'
'9153','1743','8641','Минивэн','1403393241','1568054973','1'
'9154','1747','1928','Внедорожник','1403393249','1568054975','1'
'9155','1747','1928','Внедорожник','1403393249','1568054975','1'
'9156','1747','1929','Внедорожник','1403393249','1568054975','1'
'9157','1747','1929','Внедорожник','1403393249','1568054975','1'
'9158','1747','1930','Внедорожник','1403393249','1461887715','1'
'9159','1745','1923','Кроссовер','1403393289','1568054973','1'
'9160','1745','1923','Кроссовер','1403393289','1586465913','1'
'9161','1745','1923','Внедорожник','1403393289','1462134901','1'
'9162','1745','9044','Внедорожник','1403393289','1462055102','1'
'9163','1745','9044','Внедорожник','1403393289','1462055102','1'
'9167','1751','1934','Седан','1403393297','1568054975','1'
'9168','1751','1934','Универсал','1403393297','1568054976','1'
'9170','1755','1939','Микровэн','1403393366','1461887720','1'
'9174','1761','1948','Хэтчбек','1403393425','1586465953','1'
'9175','1761','1949','Хэтчбек','1403393425','1653272460','1'
'9176','1761','1950','Хэтчбек','1403393425','1568054978','1'
'9178','1759','1946','Седан','1403393524','1568054977','1'
'9179','1759','1946','Хэтчбек','1403393524','1568054977','1'
'9183','1773','1956','Хэтчбек','1403393594','1568054979','1'
'9186','1783','8664','Родстер','1403393664','1653253492','1'
'9188','1784','8665','Пикап','1403393716','1568055001','1'
'9192','1790','8669','Седан','1403393776','1568055001','1'
'9193','1796','1975','Седан','1403393834','1568055004','1'
'9195','1793','1969','Седан','1403393885','1568055003','1'
'9196','1794','1971','Минивэн','1403393889','1568055004','1'
'9197','1794','9760','Минивэн','1403393889','1568055003','1'
'9198','1802','1985','Хэтчбек','1403393893','1568055007','1'
'9199','1802','1986','Хэтчбек','1403393893','1568055007','1'
'9200','1802','1986','Хэтчбек','1403393893','1568055007','1'
'9201','1803','1988','Минивэн','1403393898','1568055008','1'
'9202','1803','1988','Пикап','1403393898','1586466047','1'
'9204','1799','1979','Седан','1403394005','1568055005','1'
'9205','1799','1980','Седан','1403394005','1568055005','1'
'9206','1799','6915','Седан','1403394005','1568055005','1'
'9207','1809','8678','Кроссовер','1403394021','1568055009','1'
'9208','1811','2001','Седан','1403394075','1461881463','1'
'9209','1811','2002','Седан','1403394075','1461881463','1'
'9210','1817','2024','Седан','1403394084','1568055014','1'
'9211','1817','2025','Седан','1403394084','1568055014','1'
'9212','1817','2026','Седан','1403394084','1461887850','1'
'9213','1817','2027','Седан','1403394084','1461887850','1'
'9215','1821','2041','Лифтбек','1403394143','1568055022','1'
'9216','1821','2041','Седан','1403394143','1568055022','1'
'9217','1821','2041','Седан','1403394143','1568055022','1'
'9218','1821','2042','Седан','1403394143','1568055022','1'
'9220','1821','9790','Седан','1403394143','1568055023','1'
'9221','1821','129716','Седан','1403394143','1568055023','1'
'9222','1821','2044','Седан','1403394143','1653273465','1'
'9223','1821','2044','Лифтбек','1403394143','1653273465','1'
'9224','1821','2044','Универсал','1403394143','1461887861','1'
'9225','1821','2045','Седан','1403394143','1568055023','1'
'9229','1815','2019','Седан','1403394185','1568055013','1'
'9230','1815','2020','Седан','1403394185','1568055013','1'
'9231','1823','2049','Седан','1403394198','1586466209','1'
'9232','1823','9792','Седан','1403394198','1568055023','1'
'9233','1823','2050','Седан','1403394198','1568055024','1'
'9234','1823','2049','Универсал','1403394198','1568055024','1'
'9237','1825','2057','Седан','1403394244','1568055024','1'
'9238','1825','2058','Седан','1403394244','1568055024','1'
'9239','1825','9795','Седан','1403394244','1568055024','1'
'9240','1825','2060','Седан','1403394244','1586466245','1'
'9241','1825','2061','Седан','1403394244','1586466246','1'
'9246','1840','2081','Кроссовер','1403394365','1653273827','1'
'9247','1840','2082','Кроссовер','1403394365','1586466284','1'
'9248','1841','2083','Внедорожник','1403394369','1568055032','1'
'9249','1841','2085','Внедорожник','1403394369','1568055032','1'
'9250','1841','2085','Внедорожник','1403394369','1568055032','1'
'9251','1841','2084','Внедорожник','1403394369','1568055032','1'
'9252','1847','2095','Хэтчбек','1403394383','1568055034','1'
'9253','1831','2075','Минивэн','1403394429','1568055028','1'
'9254','1831','2076','Минивэн','1403394429','1568055029','1'
'9255','1850','2106','Внедорожник','1403394433','1568055038','1'
'9256','1850','2106','Внедорожник','1403394433','1568055038','1'
'9257','1850','2107','Внедорожник','1403394433','1568055038','1'
'9258','1850','2107','Внедорожник','1403394433','1568055038','1'
'9259','1850','2108','Внедорожник','1403394433','1568055038','1'
'9260','1850','2108','Внедорожник','1403394433','1568055038','1'
'9267','1871','2120','Кабриолет','1403394678','1461887949','1'
'9268','1871','2120','Хэтчбек','1403394678','1461887950','1'
'9269','1871','2120','Хэтчбек','1403394678','1461887950','1'
'9270','1871','2120','Универсал','1403394678','1461887950','1'
'9271','1871','2121','Купе','1403394678','1461887950','1'
'9272','1871','2121','Хэтчбек','1403394678','1461887950','1'
'9273','1871','2121','Хэтчбек','1403394678','1461887950','1'
'9274','1871','2121','Универсал','1403394678','1461887950','1'
'9275','1871','2122','Кабриолет','1403394678','1461887950','1'
'9276','1871','2122','Хэтчбек','1403394678','1461887951','1'
'9277','1871','2122','Хэтчбек','1403394678','1461887950','1'
'9278','1871','2123','Кабриолет','1403394678','1461887951','1'
'9279','1871','2123','Седан','1403394678','1461887951','1'
