'id_car_serie','id_car_model','id_car_generation','name','date_create','date_update','id_car_type'
'457','350','7840','Кроссовер','1399138514','1586393837','1'
'458','351','7841','Седан','1399138516','1568054502','1'
'461','353','7842','Хэтчбек','1399138520','1568054502','1'
'464','356','7151','Кроссовер','1399139415','1568054503','1'
'465','357','7152','Внедорожник','1399139417','1461877213','1'
'471','361','7847','Хэтчбек','1399139422','1568054505','1'
'477','365','7850','Хэтчбек','1399139427','1568054506','1'
'478','366','7851','Хэтчбек','1399139710','1568054506','1'
'479','367','7852','Хэтчбек','1399139713','1461884968','1'
'480','368','7853','Минивэн','1399139715','1568054506','1'
'486','372','7856','Хэтчбек','1399139722','1461884971','1'
'494','376','7858','Минивэн','1399140313','1568054521','1'
'498','378','7860','Купе','1399140317','1568054522','1'
'505','382','7863','Купе','1399140323','1461885011','1'
'506','383','7864','Компактвэн','1399140325','1555412782','1'
'508','385','7865','Компактвэн','1399140328','1461885013','1'
'511','387','7866','Хэтчбек','1399141253','1586460721','1'
'513','389','7867','Седан','1399141257','1568054523','1'
'515','391','7868','Внедорожник','1399141261','1568054523','1'
'534','404','7156','Седан','1399142733','1568054525','1'
'535','405','7878','Седан','1399142735','1568054525','1'
'536','406','7879','Седан','1399143306','1568054525','1'
'538','408','7880','Внедорожник','1399143310','1568054526','1'
'542','411','7881','Седан','1399143315','1568054529','1'
'545','413','7883','Минивэн','1399143318','1568054530','1'
'546','414','7884','Минивэн','1399143320','1568054530','1'
'547','415','7885','Хэтчбек','1399143321','1568054530','1'
'548','416','7886','Седан','1399145110','1568054530','1'
'559','423','7159','Кроссовер','1399145121','1568054531','1'
'560','424','7888','Хэтчбек','1399145123','1568054531','1'
'561','425','7889','Хэтчбек','1399145124','1461885078','1'
'582','432','7892','Хэтчбек','1399146016','1568054532','1'
'585','434','7161','Минивэн','1399146019','1568054532','1'
'588','436','7895','Хэтчбек','1399146907','1568054533','1'
'589','437','6922','Хэтчбек','1399146909','1568054533','1'
'594','441','7897','Хэтчбек','1399146914','1568054534','1'
'598','443','6947','Компактвэн','1399146917','1461885130','1'
'602','446','7901','Хэтчбек','1399147804','1568054534','1'
'603','447','7902','Хэтчбек','1399147806','1568054534','1'
'604','448','7903','Внедорожник','1399147807','1461885134','1'
'618','461','7911','Купе','1399149015','1461885141','1'
'619','462','9293','Внедорожник','1399149016','1568054535','1'
'620','463','7912','Купе','1399149017','1461885141','1'
'621','464','7913','Пикап','1399149018','1461885183','1'
'647','472','124181','Седан','1399149612','1461885189','1'
'648','473','7169','Кабриолет','1399149614','1568054535','1'
'651','475','7171','Купе','1399149615','1568054536','1'
'652','476','7172','Купе','1399150203','1461877265','1'
'653','477','7173','Купе','1399150204','1461877265','1'
'657','481','7921','Внедорожник','1399150208','1568054536','1'
'658','482','7175','Внедорожник','1399150209','1568054536','1'
'659','483','7922','Пикап','1399150210','1568054536','1'
'660','484','7923','Внедорожник','1399150211','1568054536','1'
'661','485','7924','Внедорожник','1399150212','1568054536','1'
'671','494','128037','Седан','1399151424','1461885242','1'
'672','495','7930','Хэтчбек','1399151427','1568054539','1'
'674','497','7931','Седан','1399151706','1461885245','1'
'677','500','7932','Кроссовер','1399151709','1586460938','1'
'678','501','128192','Универсал','1399151710','1461885247','1'
'679','502','7935','Седан','1399151712','1568054540','1'
'681','504','7936','Внедорожник','1399151713','1568054540','1'
'682','505','7937','Хэтчбек','1399151714','1461885250','1'
'686','508','7939','Кабриолет','1399152317','1568054541','1'
'687','509','7940','Седан','1399152319','1568054541','1'
'704','521','7177','Хэтчбек','1399152912','1461877267','1'
'705','522','7949','Седан','1399152913','1568054542','1'
'710','524','7951','Купе','1399152915','1568054543','1'
'711','525','7952','Седан','1399152916','1568054543','1'
'717','531','7180','Седан','1399153211','1568054543','1'
'718','532','9305','Седан','1399153212','1568054543','1'
'719','533','7181','Хэтчбек','1399153213','1568054543','1'
'721','535','7953','Хэтчбек','1399153215','1568054543','1'
'724','537','7955','Хэтчбек','1399153823','1568054544','1'
'725','538','7956','Седан','1399153824','1568054544','1'
'737','544','7960','Купе','1399153830','1461885313','1'
'738','545','7961','Купе','1399153831','1461885313','1'
'742','548','7185','Купе','1399154711','1461879065','1'
'743','549','7186','Купе','1399154712','1461879066','1'
'751','554','7189','Купе','1399154716','1568054580','1'
'752','555','7964','Кабриолет','1399154718','1568054581','1'
'753','556','7966','Купе','1399155604','1568054581','1'
'754','557','7967','Купе','1399155607','1568054581','1'
'758','559','7969','Купе','1399155610','1568054581','1'
'763','562','7972','Купе','1399155613','1568054581','1'
'764','563','7973','Купе','1399155614','1568054581','1'
'767','565','7975','Купе','1399155616','1568054582','1'
'772','567','7977','Хэтчбек','1399155905','1568054582','1'
'782','572','7982','Седан','1399155909','1461885373','1'
'783','573','7983','Минивэн','1399155911','1461885374','1'
'786','575','7984','Минивэн','1399155913','1568054582','1'
'787','576','7985','Хэтчбек','1399156207','1568054582','1'
'788','577','7986','Минивэн','1399156208','1461885378','1'
'789','578','7987','Седан','1399156210','1461885379','1'
'803','591','7996','Седан','1399157115','1568054584','1'
'817','600','8000','Хэтчбек','1399157722','1568054585','1'
'818','601','8001','Хэтчбек','1399157724','1461885433','1'
'819','602','8003','Седан','1399157725','1568054585','1'
'823','604','8005','Пикап','1399157727','1461885435','1'
'832','610','8007','Седан','1399158310','1461885440','1'
'833','611','8008','Минивэн','1399158311','1568054586','1'
'834','612','8009','Хэтчбек','1399158312','1568054586','1'
'842','618','6978','Седан','1399159507','1568054587','1'
'843','619','8011','Купе','1399159508','1568054587','1'
'846','622','8013','Кроссовер','1399159512','1586461116','1'
'847','623','6608','Кроссовер','1399159513','1429398379','1'
'856','628','8018','Внедорожник','1399159805','1568054591','1'
'862','632','8021','Седан','1399159809','1461885500','1'
'867','635','7195','Седан','1399159812','1568054595','1'
'872','638','8022','Минивэн','1399160407','1461885509','1'
'873','639','8023','Кроссовер','1399160408','1586461273','1'
'875','641','8024','Хэтчбек','1399160412','1568054598','1'
'880','645','8026','Купе','1399160416','1568054599','1'
'881','646','8027','Компактвэн','1399161304','1461885515','1'
'884','649','8028','Седан','1399161307','1461885542','1'
'885','650','7196','Седан','1399161308','1461879077','1'
'891','656','8035','Купе','1399162503','1568054603','1'
'906','665','7198','Кроссовер','1399162512','1568054605','1'
'911','669','8042','Минивэн','1399162806','1568054606','1'
'912','670','8043','Компактвэн','1399162807','1461885570','1'
'916','673','8045','Хэтчбек','1399162810','1461885571','1'
'917','674','8046','Хэтчбек','1399162811','1461885572','1'
'918','675','8047','Седан','1399162812','1461885572','1'
'920','677','7201','Внедорожник','1399163403','1568054607','1'
'921','678','7202','Купе','1399163404','1568054607','1'
'925','681','7205','Седан','1399163407','1461879086','1'
'926','682','7206','Внедорожник','1399163408','1461879087','1'
'928','684','8049','Хэтчбек','1399163410','1461885606','1'
'940','692','8053','Седан','1399164614','1568054608','1'
'941','693','8054','Купе','1399164615','1568054608','1'
'945','695','6981','Кроссовер','1399164617','1600761722','1'
'974','703','8057','Внедорожник','1399164948','1568054609','1'
'975','704','8058','Пикап','1399164956','1461885623','1'
'977','706','8059','Внедорожник','1399165508','1461885624','1'
'978','707','8060','Минивэн','1399165509','1461885625','1'
'980','709','8062','Пикап','1399165512','1461885627','1'
'981','710','7211','Хэтчбек','1399165513','1568054609','1'
'994','721','7222','Пикап','1399166115','1568054640','1'
'995','722','7223','Внедорожник','1399166116','1568054641','1'
'996','723','7224','Пикап','1399166117','1568054641','1'
'1006','732','8069','Кроссовер','1399166414','1568054641','1'
'1007','733','8070','Седан','1399166415','1568054642','1'
'1008','734','8071','Седан','1399166416','1568054642','1'
'1009','735','8072','Седан','1399166417','1568054642','1'
'1021','743','8075','Хэтчбек','1399166709','1568054643','1'
'1022','744','8076','Внедорожник','1399166710','1568054643','1'
'1023','745','8077','Внедорожник','1399166711','1568054643','1'
'1024','746','8078','Купе','1399167316','1568054643','1'
'1025','747','8079','Пикап','1399167317','1461885726','1'
'1031','752','8081','Минивэн','1399167322','1568054643','1'
'1034','754','8082','Универсал','1399167324','1568054646','1'
'1035','755','8083','Седан','1399167326','1568054647','1'
'1036','756','8085','Универсал','1399168567','1461885733','1'
'1046','765','7234','Купе','1399168590','1581423794','1'
'1047','766','8098','Кроссовер','1399169168','1568054653','1'
'1050','769','8099','Минивэн','1399169218','1568054653','1'
'1052','771','8100','Минивэн','1399169225','1568054654','1'
'1053','772','7235','Седан','1399169227','1461879146','1'
'1054','773','7236','Седан','1399169238','1568054654','1'
'1056','775','7237','Минивэн','1399169244','1568054655','1'
'1057','776','8102','Минивэн','1399169426','1568054655','1'
'1063','781','8103','Седан','1399169441','1461885790','1'
'1069','786','8107','Внедорожник','1399170049','1461885796','1'
'1070','787','8108','Минивэн','1399170051','1568054660','1'
'1071','788','8110','Купе','1399170052','1568054660','1'
'1074','791','6983','Универсал','1399170056','1568054661','1'
'1079','796','8111','Хэтчбек','1399170713','1461885805','1'
'1080','797','8112','Седан','1399170716','1568054662','1'
'1081','798','8113','Пикап','1399170718','1568054662','1'
'1082','799','7238','Минивэн','1399170719','1568054662','1'
'1083','800','8115','Родстер','1399170720','1653252228','1'
'1085','802','8117','Минивэн','1399170724','1568054663','1'
'1088','805','8118','Минивэн','1399170728','1568054664','1'
'1089','806','8119','Хэтчбек','1399171293','1568054664','1'
'1090','807','8120','Седан','1399171296','1568054664','1'
'1094','811','8124','Минивэн','1399171302','1653260555','1'
'1095','812','8125','Пикап','1399171304','1568054665','1'
'1096','813','8126','Кроссовер','1399171306','1568054665','1'
'1097','814','8127','Пикап','1399171307','1568054665','1'
'1104','817','8129','Внедорожник','1399171863','1568054665','1'
'1107','819','8130','Хэтчбек','1399171867','1568054666','1'
'1109','821','8132','Седан','1399171870','1568054667','1'
'1111','823','8133','Седан','1399171873','1568054668','1'
'1119','829','8138','Купе','1399172475','1461885867','1'
'1131','836','6986','Хэтчбек','1399173018','1568054675','1'
'1132','837','8142','Кроссовер','1399173019','1586462309','1'
'1133','838','8144','Кроссовер','1399173020','1586462311','1'
'1136','840','8145','Минивэн','1399173024','1568054676','1'
'1137','841','8146','Седан','1399173025','1568054676','1'
'1138','842','8147','Минивэн','1399173026','1568054676','1'
'1139','843','8148','Внедорожник','1399173027','1461885914','1'
'1142','846','8149','Минивэн','1399173344','1568054677','1'
'1143','847','7240','Купе','1399173345','1461879184','1'
'1148','851','8150','Седан','1399173350','1568054679','1'
'1149','852','8151','Внедорожник','1399173351','1653252285','1'
'1151','854','8153','Минивэн','1399173354','1568054680','1'
'1153','856','8155','Купе','1399174219','1568054681','1'
'1154','857','8156','Хэтчбек','1399174223','1461885926','1'
'1159','861','8161','Кроссовер','1399174283','1586462401','1'
'1165','865','7242','Седан','1399174377','1568054683','1'
'1166','866','8162','Кроссовер','1399183556','1586462419','1'
'1169','869','8163','Седан','1399183565','1568054684','1'
'1173','873','8164','Кроссовер','1399183570','1568054685','1'
'1174','874','8166','Кроссовер','1399183571','1586462482','1'
'1180','878','8169','Хэтчбек','1399184437','1461885975','1'
'1181','879','8170','Купе','1399184438','1568054685','1'
'1183','881','7244','Седан','1399184441','1568054700','1'
'1184','882','7245','Седан','1399184442','1568054700','1'
'1185','883','7246','Купе','1399184443','1461879189','1'
'1186','884','7247','Купе','1399184444','1568054700','1'
'1187','885','8171','Кабриолет','1399184445','1568054700','1'
'1203','896','8175','Внедорожник','1399187409','1461886024','1'
'1207','899','8176','Седан','1399187413','1461886026','1'
'1213','902','7248','Внедорожник','1399187417','1568054702','1'
'1215','904','8178','Внедорожник','1399187420','1463242330','1'
'1216','905','8179','Хэтчбек','1399187422','1568054702','1'
'1219','907','8181','Седан','1399188019','1568054702','1'
'1220','908','8182','Компактвэн','1399188020','1461886032','1'
'1221','909','8183','Седан','1399188021','1461886033','1'
'1222','910','8184','Минивэн','1399188023','1568054702','1'
'1224','912','7249','Кроссовер','1399188025','1568054703','1'
'1230','916','7251','Седан','1399189218','1568054703','1'
'1236','920','8185','Купе','1399189222','1461886041','1'
'1242','924','8186','Внедорожник','1399189227','1461886045','1'
'1243','925','8187','Внедорожник','1399189228','1568054706','1'
'1248','930','8188','Кроссовер','1399189863','1586462712','1'
'1251','932','7255','Родстер','1399189865','1461879203','1'
'1252','933','8189','Пикап','1399189866','1461886088','1'
'1256','935','8191','Седан','1399189869','1568054708','1'
'1257','936','8194','Седан','1399190431','1568054708','1'
'1268','942','8197','Седан','1399190441','1568054711','1'
'1269','943','8198','Родстер','1399190443','1653252371','1'
'1270','944','8199','Седан','1399190444','1568054712','1'
'1271','945','8200','Минивэн','1399190445','1568054712','1'
'1273','947','7256','Внедорожник','1399190712','1568054712','1'
'1278','951','8203','Седан','1399190716','1568054714','1'
'1281','953','6851','Седан','1399190718','1568054714','1'
'1282','954','8204','Минивэн','1399190720','1568054715','1'
'1283','955','8205','Внедорожник','1399190721','1568054715','1'
'1295','962','8207','Седан','1399191615','1568054718','1'
'1297','964','6502','Компактвэн','1399191617','1426630405','1'
'1298','965','8208','Хэтчбек','1399191618','1568054719','1'
'1313','971','7258','Купе','1399192211','1461879204','1'
'1317','974','8214','Купе','1399192215','1461886158','1'
'1320','976','8216','Купе','1399193705','1461886160','1'
'1323','978','6853','Купе','1399193708','1568054721','1'
'1324','979','8218','Тарга','1399193709','1461886162','1'
'1325','980','8219','Купе','1399193710','1461886163','1'
'1326','981','7260','Пикап','1399193711','1540420315','1'
'1327','982','7261','Пикап','1399193713','1461879206','1'
'1330','984','8220','Купе','1399193715','1568054721','1'
'1355','1001','8233','Седан','1399196130','1568054723','1'
'1356','1002','8234','Седан','1399196131','1461886215','1'
'1357','1003','8235','Хэтчбек','1399196133','1568054723','1'
'1359','1005','8236','Минивэн','1399196135','1568054724','1'
'1369','1012','7268','Внедорожник','1399196708','1461879251','1'
'1370','1013','7269','Пикап','1399196709','1461879252','1'
'1372','1015','7271','Компактвэн','1399196711','1461879253','1'
'1373','1016','8237','Седан','1399197604','1461886263','1'
'1374','1017','8238','Внедорожник','1399197605','1461886263','1'
'1382','1025','8240','Купе','1399197612','1463242989','1'
'1385','1028','8241','Купе','1399198207','1568054730','1'
'1388','1031','7272','Внедорожник','1399198210','1461879254','1'
'1391','1033','8242','Седан','1399198212','1568054730','1'
'1394','1036','6733','Внедорожник','1399198805','1434661826','1'
'1396','1037','8243','Внедорожник','1399198807','1568054731','1'
'1400','1041','7274','Купе','1399198811','1461879256','1'
'1401','1042','7275','Купе','1399198812','1461879257','1'
'1402','1043','8244','Внедорожник','1399198813','1461886285','1'
'1419','1051','8250','Купе','1399199407','1461886325','1'
'1420','1052','8251','Кабриолет','1399199408','1568054732','1'
'1422','1054','8252','Купе','1399199411','1586463247','1'
'1424','1056','8253','Купе','1399199706','1568054761','1'
'1425','1057','8254','Купе','1399199707','1461886329','1'
'1426','1058','8255','Купе','1399199708','1568054761','1'
'1427','1059','8256','Купе','1399199709','1568054761','1'
'1439','1071','8261','Внедорожник','1399200609','1568054762','1'
'1440','1072','8262','Внедорожник','1399200610','1568054762','1'
'1444','1074','7281','Внедорожник','1399200612','1461879261','1'
'1454','1082','7284','Родстер','1399201211','1461879263','1'
'1455','1083','8268','Родстер','1399201212','1461886386','1'
'1456','1084','8269','Родстер','1399201213','1653252486','1'
'1457','1085','8270','Родстер','1399201215','1653252488','1'
'1458','1086','8271','Купе','1399201805','1568054762','1'
'1459','1087','8272','Купе','1399201806','1568054762','1'
'1460','1088','8273','Седан','1399201807','1568054762','1'
'1465','1092','8277','Седан','1399201812','1568054763','1'
'1468','1094','8279','Компактвэн','1399201814','1461886392','1'
'1469','1095','8280','Минивэн','1399201815','1568054763','1'
'1477','1102','7288','Кабриолет','1399202710','1461879303','1'
'1481','1104','8285','Купе','1399202712','1461886397','1'
'1482','1105','8286','Купе','1399202714','1461886398','1'
'1486','1108','8287','Купе','1399204204','1461886443','1'
'1487','1109','8288','Купе','1399204205','1461886443','1'
'1488','1110','8289','Купе','1399204206','1461886444','1'
'1489','1111','8290','Купе','1399204207','1461886445','1'
'1490','1112','8291','Купе','1399204208','1461886445','1'
'1491','1113','8292','Купе','1399204210','1461886445','1'
'1492','1114','8293','Купе','1399204211','1461886446','1'
'1524','1134','7290','Купе','1399206313','1568054774','1'
'1525','1135','7291','Кроссовер','1399206315','1586463450','1'
'1526','1136','7292','Хэтчбек','1399206916','1586463453','1'
'1530','1138','8304','Минивэн','1399206919','1568054775','1'
'1531','1139','6989','Минивэн','1399206921','1568054775','1'
'1533','1141','7293','Пикап','1399206924','1653252528','1'
'1537','1144','8305','Седан','1399206928','1568054777','1'
'1538','1145','6632','Кроссовер','1399206929','1600762851','1'
'1539','1146','7294','Кроссовер','1399207505','1586463512','1'
'1542','1149','7296','Хэтчбек','1399207508','1461879312','1'
'1544','1151','7298','Седан','1399207511','1461879313','1'
'1545','1152','7299','Седан','1399207512','1461879314','1'
'1546','1153','7300','Седан','1399207514','1568054778','1'
'1547','1154','7301','Седан','1399207515','1461879315','1'
'1548','1155','7302','Купе','1399207516','1568054778','1'
'1556','1162','7303','Купе','1399208112','1568054781','1'
'1558','1164','7304','Купе','1399208114','1568054782','1'
'1559','1165','8308','Внедорожник','1399208116','1568054782','1'
'1560','1166','8309','Седан','1399209308','1461886522','1'
'1564','1169','7305','Внедорожник','1399209311','1653263082','1'
'1567','1171','8310','Седан','1399209313','1461886565','1'
'1570','1174','6546','Купе','1399209316','1426979135','1'
'1571','1175','8311','Минивэн','1399209317','1568054783','1'
'1573','1177','8312','Хэтчбек','1399210212','1568054783','1'
'1575','1179','8313','Хэтчбек','1399210214','1568054784','1'
'1579','1182','8315','Купе','1399210218','1563373969','1'
'1580','1183','8316','Хэтчбек','1399210219','1586463664','1'
'1581','1184','7307','Купе','1399210220','1568054784','1'
'1582','1185','8317','Купе','1399210222','1568054784','1'
'1583','1186','7308','Седан','1399211407','1461879324','1'
'1616','1209','8319','Минивэн','1399212319','1568054784','1'
'1620','1212','8321','Седан','1399212323','1461886637','1'
'1628','1215','8324','Родстер','1399212326','1461886640','1'
'1636','1221','8326','Седан','1399213213','1568054785','1'
'1637','1222','8327','Седан','1399213214','1568054785','1'
'1638','1223','8328','Минивэн','1399213215','1568054785','1'
'1640','1225','8329','Седан','1399213217','1568054785','1'
'1647','1230','7330','Хэтчбек','1399214112','1568054786','1'
'1648','1231','7331','Хэтчбек','1399214114','1461879400','1'
'1649','1232','127982','Хэтчбек','1399214115','1653264647','1'
'1650','1233','8338','Седан','1399214116','1653264647','1'
'1651','1234','7333','Хэтчбек','1399214117','1653264647','1'
'1652','1235','8341','Седан','1399214118','1653264647','1'
'1655','1237','8342','Кабриолет','1399214427','1568054787','1'
'1656','1238','8343','Хэтчбек','1399214428','1461886693','1'
'1660','1241','8346','Родстер','1399214436','1461886695','1'
'1661','1242','8347','Седан','1399214437','1461886695','1'
'1662','1243','8348','Кабриолет','1399214438','1568054787','1'
'1675','1251','8354','Хэтчбек','1399214713','1461886745','1'
'1676','1252','8355','Хэтчбек','1399214714','1461886746','1'
'1677','1253','8356','Хэтчбек','1399214715','1461886746','1'
'1678','1254','7337','Кабриолет','1399214717','1568054787','1'
'1712','1272','8365','Хэтчбек','1399215959','1461886769','1'
'1713','1273','8366','Седан','1399215960','1568054823','1'
'1716','1276','8368','Минивэн','1399216204','1568054825','1'
'1722','1281','8371','Кроссовер','1399216210','1586464001','1'
'1724','1283','8372','Купе','1399216212','1568054826','1'
'1726','1285','8373','Минивэн','1399216214','1568054827','1'
'1727','1286','8374','Купе','1399216808','1461886817','1'
'1728','1287','8377','Хэтчбек','1399216810','1568054827','1'
'1729','1288','7339','Хэтчбек','1399216812','1568054827','1'
'1738','1294','8378','Универсал','1399216820','1568054833','1'
'1739','1295','8379','Универсал','1399216821','1461886828','1'
'1752','1303','7342','Внедорожник','1399217714','1568054837','1'
'1757','1307','8384','Хэтчбек','1399218305','1461886842','1'
'1758','1308','8385','Седан','1399218306','1568054838','1'
'1759','1309','8386','Пикап','1399218308','1461886863','1'
'1764','1313','7343','Минивэн','1399218312','1568054838','1'
'1770','1319','7346','Минивэн','1399219220','1568054839','1'
'1771','1320','8389','Седан','1399219222','1461886871','1'
'1772','1321','7347','Седан','1399219223','1461879431','1'
'1787','1333','8394','Компактвэн','1399220142','1461886879','1'
'1788','1334','7349','Родстер','1399220143','1461879433','1'
'1789','1335','7350','Родстер','1399220144','1461879433','1'
'1790','1336','7351','Кабриолет','1399220302','1461879434','1'
'1795','1341','8395','Купе','1399220308','1461886923','1'
'1796','1342','7356','Кабриолет','1399220309','1586464156','1'
'1798','1344','8396','Родстер','1399220311','1461886925','1'
'1802','1346','8398','Купе','1399220736','1568054839','1'
'1803','1347','8399','Купе','1399220737','1568054839','1'
'1805','1349','8400','Купе','1399220741','1568054840','1'
'1813','1355','127010','Седан','1399221015','1653252819','1'
'1815','1357','7358','Минивэн','1399221018','1461879439','1'
'1817','1359','8403','Внедорожник','1399221020','1568054843','1'
'1819','1361','8404','Минивэн','1399221023','1568054843','1'
'1820','1362','7360','Хэтчбек','1399221024','1568054843','1'
'1828','1370','8406','Седан','1399230628','1568054849','1'
'1830','1372','8407','Пикап','1399230630','1568054850','1'
'1831','1373','10475','Кроссовер','1399230631','1568054850','1'
'1833','1375','8409','Универсал','1399231068','1568054851','1'
'1836','1377','8410','Родстер','1399231074','1653252910','1'
'1839','1380','7361','Купе','1399231078','1568054853','1'
'1841','1382','8412','Минивэн','1399231081','1568054854','1'
'1843','1384','8413','Минивэн','1399231083','1568054854','1'
'1845','1386','8414','Хэтчбек','1399231509','1653266091','1'
'1847','1388','8415','Минивэн','1399231511','1568054856','1'
'1848','1389','6857','Купе','1399231513','1568054856','1'
'1867','1402','8420','Хэтчбек','1399232117','1568054861','1'
'1870','1405','8421','Хэтчбек','1399233304','1568054863','1'
'1871','1406','7363','Купе','1399233305','1568054863','1'
'1872','1407','8422','Купе','1399233306','1461887048','1'
'1879','1412','8425','Седан','1399233311','1461887051','1'
'1889','1417','8426','Седан','1399233609','1568054864','1'
'1891','1419','8427','Седан','1399233618','1461887055','1'
'1896','1424','8429','Хэтчбек','1399233623','1568054865','1'
'1905','1428','8432','Купе','1399234251','1568054868','1'
'1909','1430','8434','Кабриолет','1399234256','1568054869','1'
'1931','1441','8436','Кроссовер','1399234855','1586465017','1'
'1934','1443','8437','Купе','1399234857','1653267917','1'
'1940','1447','6890','Хэтчбек','1399235124','1568054883','1'
'1941','1448','8438','Минивэн','1399235125','1568054883','1'
'1942','1449','8439','Тарга','1399235126','1568054883','1'
'1950','1454','7367','Купе','1399235132','1461879486','1'
'1951','1455','8440','Купе','1399236307','1461887132','1'
'1957','1458','8443','Родстер','1399236311','1653253077','1'
'1958','1459','8444','Компактвэн','1399236312','1461887135','1'
'1959','1460','8445','Хэтчбек','1399236313','1540411689','1'
'1960','1461','8446','Хэтчбек','1399236314','1568054885','1'
'1961','1462','8447','Внедорожник','1399236315','1540411722','1'
'1962','1463','8448','Минивэн','1399236316','1568054885','1'
'1963','1464','8449','Хэтчбек','1399236318','1540411740','1'
'1964','1465','8450','Внедорожник','1399237205','1540411754','1'
'1992','1478','8461','Седан','1399238108','1568054888','1'
'2011','1485','8468','Кроссовер','1399238753','1586465123','1'
'2012','1486','8469','Кроссовер','1399238754','1586465124','1'
'2021','1490','8473','Седан','1399238758','1568054894','1'
'2022','1491','6698','Минивэн','1399238760','1568054894','1'
'2032','1495','8477','Седан','1399239004','1461887227','1'
'2033','1496','8478','Седан','1399239006','1568054895','1'
'2034','1497','6894','Седан','1399239007','1568054895','1'
'2035','1498','8479','Минивэн','1399239009','1568054895','1'
'2040','1503','8481','Микровэн','1399239014','1461887233','1'
'2041','1504','8482','Седан','1399239015','1568054896','1'
'2042','1505','8483','Седан','1399239604','1568054896','1'
'2045','1507','8485','Купе','1399239606','1568054896','1'
'2056','1514','7368','Кроссовер','1399239612','1568054897','1'
'2058','1516','8491','Хэтчбек','1399240204','1461887242','1'
'2068','1521','8495','Седан','1399240208','1461887247','1'
'2076','1527','8504','Седан','1399240835','1461887289','1'
'2085','1532','8507','Универсал','1399240841','1461887294','1'
'2086','1533','8508','Кроссовер','1399240842','1586465221','1'
'2092','1537','8513','Тарга','1399241122','1461887302','1'
'2093','2388','7526','Родстер','1399241123','1461881717','1'
'2094','1539','8514','Купе','1399241124','1461887302','1'
'2095','1540','8515','Купе','1399241126','1568054905','1'
'2098','1542','8517','Купе','1399241129','1461887304','1'
'2102','1545','7373','Тарга','1399242649','1568054906','1'
'2105','1548','8519','Кроссовер','1399242654','1586465280','1'
'2107','1550','8520','Седан','1399242657','1568054907','1'
'2109','1552','8522','Компактвэн','1399242659','1461887312','1'
'2110','1553','7374','Хэтчбек','1399242660','1461879491','1'
'2111','1554','8523','Седан','1399242661','1461887343','1'
'2112','1555','8524','Минивэн','1399243220','1568054908','1'
'2113','1556','8525','Седан','1399243221','1568054908','1'
'2115','1558','8526','Седан','1399243223','1461887346','1'
'2126','1565','8529','Купе','1399243511','1461887351','1'
'2127','1566','8530','Купе','1399243522','1461887351','1'
'2130','1568','8532','Кабриолет','1399243536','1568054908','1'
'2136','1572','8535','Хэтчбек','1399243541','1568054909','1'
'2137','1573','8536','Купе','1399243543','1568054909','1'
'2138','1574','8537','Хэтчбек','1399243544','1568054909','1'
'2139','1575','8538','Купе','1399244103','1568054909','1'
'2143','1578','8540','Хэтчбек','1399244108','1568054910','1'
'2147','1580','8542','Лифтбек','1399244110','1568054910','1'
'2148','1581','8543','Хэтчбек','1399244111','1568054911','1'
'2154','1584','8545','Хэтчбек','1399244114','1568054912','1'
'2155','1585','8546','Седан','1399244731','1568054912','1'
'2156','1586','8547','Минивэн','1399244733','1568054912','1'
'2164','1593','8549','Купе','1399244741','1568054915','1'
'2181','1605','7376','Кабриолет','1399246815','1568054924','1'
'2184','1608','8555','Купе','1399246819','1568054925','1'
'2185','1609','6678','Хэтчбек','1399246820','1568054926','1'
'2186','1610','8556','Родстер','1399246821','1653253295','1'
'2187','1611','8557','Хэтчбек','1399246822','1568054926','1'
'2190','1614','7379','Седан','1399246825','1568054940','1'
'2193','1617','7381','Седан','1399247710','1568054940','1'
'2200','1622','7389','Родстер','1399247715','1653253301','1'
'2212','1628','8561','Седан','1399248615','1568054942','1'
'2223','1633','8566','Седан','1399248620','1461887478','1'
'2224','1634','8567','Хэтчбек','1399248621','1461887478','1'
'2225','1635','7390','Универсал','1399249203','1568054942','1'
'2229','1637','7391','Внедорожник','1399249204','1461879507','1'
'2232','1639','7395','Внедорожник','1399249206','1568054944','1'
'2233','1640','8569','Седан','1399249207','1568054944','1'
'2239','1643','8571','Универсал','1399249210','1568054945','1'
'2240','1644','8572','Седан','1399249211','1568054946','1'
'2243','1646','8574','Купе','1399249505','1568054946','1'
'2249','1649','8576','Седан','1399249507','1568054946','1'
'2254','1653','8580','Кроссовер','1399249511','1568054946','1'
'2255','1654','8581','Минивэн','1399249512','1568054946','1'
'2257','1656','8582','Кабриолет','1399250128','1568054946','1'
'2261','1660','7397','Купе','1399250132','1568054946','1'
'2262','1661','7398','Хэтчбек','1399250133','1568054947','1'
'2264','1663','8583','Хэтчбек','1399250134','1568054947','1'
'2266','1665','8584','Хэтчбек','1399251006','1568054947','1'
'2267','1666','8585','Хэтчбек','1399251007','1461887536','1'
'2283','1675','8595','Седан','1399251608','1568054953','1'
'2284','1676','8596','Хэтчбек','1399251609','1568054953','1'
'2285','1677','8597','Хэтчбек','1399251610','1461887585','1'
'2287','1679','8598','Хэтчбек','1399251612','1461887587','1'
'2288','1680','8599','Кроссовер','1399251613','1568054953','1'
'2303','1688','6959','Минивэн','1399252213','1568054958','1'
'2310','1693','8610','Родстер','1399252218','1653253372','1'
