'id_car_model','id_car_mark','name','name_rus','date_create','date_update','id_car_type'
'2241','114','650S',NULL,'1405719120','1653252566','1'
'2242','123','Minicab','Миникад','1405719131','1653252791','1'
'2243','127','Caravan','Караван','1405719136','1567848998','1'
'2244','127','NV','НВ','1405719137','1567849031','1'
'2245','127','Urvan','Урван','1405719137','1567849068','1'
'2246','135','Bipper','Биппер','1405719145','1653253110','1'
'2247','32','CM-8',NULL,'1406652724','1461509767','1'
'2248','34','M11','М11','1406652726','1567847948','1'
'2249','80','Q40','Q40','1406652797','1653252301','1'
'2251','167','Vitara','Витара','1406652928','1567849105','1'
'2252','25','Encore',NULL,'1409165327','1551207021','1'
'2253','34','A19','А19','1409165336','1669724202','1'
'2254','34','Tiggo 5','Тигго 5','1409165336','1567847955','1'
'2255','35','City Express','Сити Экспресс','1409165338','1629662992','1'
'2256','51','Lancer','Лансер','1409165364','1653251921','1'
'2257','59','Besturn X80','Модели Besturn Х80','1409165373','1567848247','1'
'2258','67','SC7','ЅС7','1409165394','1567848401','1'
'2259','95','Sesto Elemento','Сесто Элементо','1409165431','1653252413','1'
'2260','99','NX','ПХ','1409165436','1567848748','1'
'2261','280','GTR',NULL,'1409165608','1434660839','1'
'2265','2','TLX','ТЛИкс','1411934754','1567847772','1'
'2266','3','Disco Volante',NULL,'1411934755','1461509704','1'
'2267','34','Arrizo 7','Арризо 7','1411934820','1567847937','1'
'2268','47','mi-Do','мидо','1411934851','1567848187','1'
'2269','89','Renegade','Ренегат','1411934923','1567848663','1'
'2270','101','Smily','Улыбчивый','1411934943','1567848755','1'
'2271','282','Boliger','Boliger','1411935142','1567849135','1'
'2272','284','Tropica Roadster','Тропика Родстер','1411935144','1629666577','1'
'2273','10','TT RS',NULL,'1414343199','1461509707','1'
'2274','10','TTS',NULL,'1414343199','1434660845','1'
'2275','63','Courier','Курьер','1414345592','1629663730','1'
'2277','71','Hover H5','Н5','1414345605','1567848418','1'
'2278','71','Hover H6','Н6','1414345605','1567848419','1'
'2279','101','Solano','Солано','1414345668','1567848755','1'
'2280','116','AMG GT','АМГ ГТ','1414345697','1567848869','1'
'2281','165','Korando Sports',NULL,'1414345815','1461510183','1'
'2282','176','ProAce','ProAce','1414345839','1653253657','1'
'2285','79','Aslan','Аслан','1416945631','1629664343','1'
'2286','88','XE','Хе','1416945654','1567848651','1'
'2287','97','Discovery Sport','Дискавери Спорт','1416945668','1567848736','1'
'2288','289','Roadster',NULL,'1416956373','1434660849','1'
'2289','290','H6','Н6','1416956374','1567849135','1'
'2290','21','H530','Х530','1419455857','1567847882','1'
'2292','61','500X',NULL,'1419455917','1540420506','1'
'2293','63','Focus (North America)',NULL,'1419455925','1557492919','1'
'2294','147','Dokker','Dokker','1419456052','1567849090','1'
'2295','147','Lodgy',NULL,'1419456053','1653253263','1'
'2296','291','B10','В10','1419456145','1567849135','1'
'2297','291','B11','Б11','1419456145','1653251480','1'
'2298','291','B12','В12','1419456145','1567849135','1'
'2299','291','B3','Б3','1419456145','1567849135','1'
'2300','291','B4','В4','1419456145','1567849135','1'
'2301','291','B5','Б5','1419456145','1567849135','1'
'2302','291','B6','В6','1419456145','1567849136','1'
'2303','291','B7','В7','1419456145','1567849136','1'
'2304','291','B8','В8','1419456145','1567849136','1'
'2305','291','B9',NULL,'1419456145','1434660956','1'
'2306','291','C1',NULL,'1419456145','1434660955','1'
'2307','291','C2',NULL,'1419456145','1434660954','1'
'2308','291','D10','Д10','1419456145','1567849136','1'
'2309','291','D3','Д3','1419456145','1567849136','1'
'2310','291','D5','Д5','1419456145','1567849136','1'
'2311','291','Roadster S','Родстер С','1419456145','1567849136','1'
'2312','291','XD3','XD3','1419456145','1567849136','1'
'2313','18','1M','1М','1421879534','1567847855','1'
'2314','18','M3','М3','1421879534','1567847865','1'
'2315','18','M4','М4','1421879534','1567847866','1'
'2316','18','M5','М5','1421879534','1567847867','1'
'2317','18','M6','М6','1421879534','1567847867','1'
'2318','18','X5 M','Икс5 М','1421879534','1567847874','1'
'2319','18','X6 M','Икс6 М','1421879534','1567847875','1'
'2320','18','Z3 M','З3 М','1421879534','1567847877','1'
'2321','18','Z4 M','З4 М','1421879534','1571397767','1'
'2322','28','CTS-V',NULL,'1421879554','1461509766','1'
'2324','63','Fiesta ST',NULL,'1421879609','1540418978','1'
'2327','63','Focus RS',NULL,'1421879610','1540418978','1'
'2328','63','Focus ST',NULL,'1421879610','1461509882','1'
'2329','63','Mondeo ST',NULL,'1421879610','1461509882','1'
'2330','76','Civic Type R',NULL,'1421879625','1461509888','1'
'2331','88','XFR',NULL,'1421879645','1434660718','1'
'2332','88','XKR',NULL,'1421879645','1434660738','1'
'2335','99','IS F',NULL,'1421879658','1461509953','1'
'2336','99','RC F',NULL,'1421879658','1461509953','1'
'2337','113','3 MPS',NULL,'1421879681','1461510007','1'
'2338','113','6 MPS',NULL,'1421879681','1461510007','1'
'2339','116','A-klasse AMG',NULL,'1421879685','1461510009','1'
'2340','116','C-klasse AMG',NULL,'1421879685','1461510009','1'
'2341','116','CL-klasse AMG',NULL,'1421879685','1461510009','1'
'2342','116','CLA-klasse AMG',NULL,'1421879685','1461510009','1'
'2343','116','CLK-klasse AMG',NULL,'1421879685','1461510009','1'
'2344','116','CLS-klasse AMG',NULL,'1421879685','1461510009','1'
'2345','116','E-klasse AMG',NULL,'1421879685','1461510009','1'
'2346','116','G-klasse AMG 6x6',NULL,'1421879685','1461510009','1'
'2347','116','G-klasse AMG',NULL,'1421879685','1461510009','1'
'2348','116','GLA-klasse AMG',NULL,'1421879685','1461510009','1'
'2349','116','M-klasse AMG',NULL,'1421879685','1461510009','1'
'2350','116','Maybach S-klasse',NULL,'1421879685','1461510009','1'
'2351','116','R-klasse AMG',NULL,'1421879685','1461510009','1'
'2352','116','S-klasse AMG',NULL,'1421879685','1461510009','1'
'2353','116','SL-klasse AMG',NULL,'1421879685','1461510009','1'
'2354','116','SLK-klasse AMG',NULL,'1421879685','1461510009','1'
'2355','130','Astra OPC',NULL,'1421879711','1461510067','1'
'2356','130','Corsa OPC',NULL,'1421879711','1461510067','1'
'2357','130','Insignia OPC',NULL,'1421879711','1461510067','1'
'2358','130','Meriva OPC',NULL,'1421879711','1461510067','1'
'2359','130','Vectra OPC',NULL,'1421879711','1461510067','1'
'2360','130','Zafira OPC',NULL,'1421879711','1461510067','1'
'2361','139','911 GT2',NULL,'1421879722','1461510072','1'
'2362','139','911 GT3',NULL,'1421879722','1461510072','1'
'2363','147','Clio RS',NULL,'1421879733','1461510124','1'
'2364','147','Clio V6',NULL,'1421879733','1461510124','1'
'2365','147','Megane RS',NULL,'1421879733','1461510125','1'
'2366','151','Streetwise','Стритвайс','1421879738','1653253306','1'
'2367','157','Ibiza Cupra',NULL,'1421879744','1461510130','1'
'2368','157','Leon Cupra',NULL,'1421879744','1461865390','1'
'2369','159','Fabia RS',NULL,'1421879746','1461510131','1'
'2370','159','Octavia RS',NULL,'1421879747','1461510131','1'
'2371','166','Impreza WRX',NULL,'1421879762','1461510184','1'
'2372','167','Samurai','Самурай','1421879763','1653253472','1'
'2374','176','Camry Solara','Камри Солара','1421879774','1567849110','1'
'2375','176','Corolla Spacio','Королла Спацио','1421879774','1567849111','1'
'2376','176','Corolla Verso','Королла Версо','1421879774','1567849111','1'
'2377','184','Golf GTI',NULL,'1421879789','1461510243','1'
'2378','184','Golf R',NULL,'1421879789','1461510243','1'
'2379','184','Up','До','1421879789','1567849123','1'
'2380','184','Polo GTI',NULL,'1421879789','1461510243','1'
'2381','184','Polo R WRC',NULL,'1421879789','1461510243','1'
'2382','184','Scirocco R',NULL,'1421879789','1461510243','1'
'2383','37','C-Zero','Си-Зеро','1422313052','1629663387','1'
'2385','135','205 GTi',NULL,'1422313203','1461510070','1'
'2386','135','208 GTi',NULL,'1422313203','1461510070','1'
'2387','135','iOn','айОн','1422313203','1653253110','1'
'2388','139','918 Spyder',NULL,'1422313208','1461510072','1'
'2389','157','Mii','Мии','1422313232','1653253342','1'
'2390','85','MU-X',NULL,'1424236739','1461509947','1'
'2391','166','Impreza WRX STi',NULL,'1424236860','1461510184','1'
'2392','166','WRX STi',NULL,'1424236860','1461510184','1'
'5811','71','Voleex C30','Voleex С30','1425011394','1567848427','1'
'5812','166','Levorg','\"Levogue\" и','1425011537','1653253440','1'
'5813','176','Prius v (+)',NULL,'1425011548','1461510190','1'
'18880','116','GL-klasse AMG',NULL,'1426628895','1461510009','1'
'18882','88','XJR',NULL,'1426974764','1434661153','1'
'18960','24','Veyron','Вейрон','1429392666','1567847890','1'
'18961','75','Statesman','Государственный','1429392797','1567848473','1'
'18962','98','Х9',NULL,'1429392859','1461509953','1'
'18963','116','AMG GLE',NULL,'1429392919','1582892734','1'
'18964','116','AMG GLE Coupe',NULL,'1429392919','1579872094','1'
'18965','116','GLE-Класс','ГЛЕ-Класс','1429392919','1567848880','1'
'18966','116','GLE Coupe',NULL,'1429392919','1461510009','1'
'18967','123','Lancer Ralliart',NULL,'1429392965','1461510063','1'
'18969','185','V40 Cross Country',NULL,'1429393142','1461510243','1'
'18970','193','Grand Tiger',NULL,'1429393150','1461510247','1'
'18971','211','Ё-Кроссовер',NULL,'1429393151','1461510247','1'
'18972','227','3159 \"Барс\"','3159 \"Барс\"','1429393207','1567849134','1'
'18985','3589','5',NULL,'1429393221','1434661180','1'
'19062','25','Estate Wagon',NULL,'1432140965','1461509764','1'
'19063','25','Verano',NULL,'1432140965','1434661148','1'
'19064','28','ATS-V',NULL,'1432140969','1461509766','1'
'19066','63','Explorer Sport Trac','Исследователь Спорт Trac','1432141082','1567848344','1'
'19067','63','Spectron','Spectron','1432141082','1653252094','1'
'19068','63','Telstar','Телстар','1432141082','1653252097','1'
'19069','67','GC9','GC9','1432141086','1474058772','1'
'19070','114','540C',NULL,'1432141215','1540420582','1'
'19071','114','570S','570С','1432141215','1552918893','1'
'19072','127','Juke Nismo',NULL,'1432141267','1461510065','1'
'19073','127','Qashqai+2','Кашкай+2','1432141267','1472673621','1'
'19074','130','Karl','Карл','1432141271','1567849079','1'
'19075','139','Cayman GT4',NULL,'1432141283','1461510072','1'
'19076','185','S60 Cross Country',NULL,'1432141442','1461510243','1'
'19077','185','V60 Cross Country',NULL,'1432141442','1556092776','1'
'19078','290','H2','Н2','1432141514','1567849135','1'
'19079','290','H8','Н8','1432141514','1567849135','1'
'19080','3591','ST1',NULL,'1432141515','1434661074','1'
'19081','3590','Cevennes',NULL,'1432141516','1434661071','1'
'19082','3590','Hemera',NULL,'1432141516','1434661073','1'
'19083','3590','Speedster II',NULL,'1432141516','1434661070','1'
'19085','3589','3','3','1432141519','1567849136','1'
'19086','3589','4','4','1432141519','1567849136','1'
'19137','21','H230','Х230','1433454194','1567847882','1'
'19138','123','Attrage',NULL,'1433454543','1434661178','1'
'19139','147','Kadjar','Каджар','1433454607','1567849090','1'
'19140','165','Nomad','Номад','1433454663','1567849100','1'
'19141','3619','Beast',NULL,'1433454801','1434661183','1'
'19142','101','X50','х50','1434655165','1567848756','1'
'19143','3620','C Two',NULL,'1434655524','1567849136','1'
'19204','113','CX-3','ЦХ-3','1436206816','1653252531','1'
'19206','135','308 GTi',NULL,'1436206881','1461510070','1'
'19207','156','iM',NULL,'1436206942','1436206942','1'
'19208','165','Tivoli','Тиволи','1436206983','1567849101','1'
'19209','215','Vesta','Веста','1436207065','1567849129','1'
'19210','215','XRAY','Иксрэй','1436207065','1597450874','1'
'19211','290','H9','Н9','1436207123','1567849135','1'
'19234','147','Talisman','Талисман','1437588907','1567849092','1'
'19257','3','2600','2600','1439903826','1629662312','1'
'19258','10','920',NULL,'1439903836','1540420352','1'
'19259','15','S-series','С-серии','1439903843','1653251572','1'
'19260','18','2000 C/CS',NULL,'1439903848','1461509710','1'
'19261','18','315',NULL,'1439903848','1439903848','1'
'19262','18','321',NULL,'1439903848','1629662627','1'
'19263','18','326',NULL,'1439903848','1439903848','1'
'19264','18','340',NULL,'1439903848','1439903848','1'
'19265','25','Skyhawk',NULL,'1439903887','1439903887','1'
'19266','25','Special','Специальные','1439903887','1653251650','1'
'19267','25','Super',NULL,'1439903887','1439903887','1'
'19268','28','Series 62','Серия 62','1439903891','1653251658','1'
'19269','35','El Camino','Эль Камино','1439903900','1567847982','1'
'19270','35','Stylemaster','Стайлмастер','1439903900','1629663247','1'
'19271','35','Special DeLuxe',NULL,'1439903900','1461509769','1'
'19272','37','Traction Avant',NULL,'1439903904','1461509770','1'
'19275','63','Galaxie','Галакси','1439904003','1534966781','1'
'19276','63','Model A','Модель А','1439904004','1653252081','1'
'19277','63','Model T',NULL,'1439904004','1461509882','1'
'19278','63','Torino','Торино','1439904004','1653252098','1'
'19279','73','S5','С5','1439904019','1567848449','1'
'19280','87','S3',NULL,'1439904069','1567848642','1'
'19281','93','Regera',NULL,'1439904077','1439904077','1'
'19282','113','Cosmo','Космо','1439904138','1653252531','1'
'19283','116','190 SL',NULL,'1439904142','1461510009','1'
'19284','116','W100',NULL,'1439904143','1439904143','1'
'19285','116','W110',NULL,'1439904143','1629665386','1'
'19286','116','W136',NULL,'1439904143','1629665386','1'
'19287','116','W189',NULL,'1439904143','1439904143','1'
'19288','130','Olympia',NULL,'1439904196','1439904196','1'
'19289','137','Barracuda','Барракуда','1439904206','1653253113','1'
'19290','137','Fury','Фурия','1439904206','1653253113','1'
'19291','137','Road Runner',NULL,'1439904207','1461510071','1'
'19292','137','Valiant',NULL,'1439904207','1439904207','1'
'19293','139','356','356','1439904210','1653253134','1'
'19294','149','Silver Cloud','Силвер Клауд','1439904250','1653253299','1'
'19295','149','Silver Shadow','Силвер Шадон','1439904250','1653253300','1'
'19296','149','Silver Wraith','Силвер Врайчт','1439904251','1653253300','1'
'19297','156','iA',NULL,'1439904260','1551208057','1'
'19298','170','57',NULL,'1439904310','1439904310','1'
'19299','184','Karmann Ghia','Карманн ГИА','1439904363','1567849122','1'
'19300','184','Type 2',NULL,'1439904363','1461510243','1'
'19301','185','120','120','1439904365','1653253816','1'
'19302','192','T600','Т600','1439904374','1567849127','1'
'19303','192','Z300','Z300','1439904374','1567849127','1'
'19305','216','М-72',NULL,'1439904387','1567849130','1'
'19306','3664','Trumpf','Трамп','1439904446','1653251469','1'
'19307','3665','Firedome',NULL,'1439904483','1439904483','1'
'19308','3665','Fireflite',NULL,'1439904483','1439904483','1'
'19309','3666','Clipper',NULL,'1439904484','1439904484','1'
'19310','3666','One-Twenty',NULL,'1439904484','1461510311','1'
'19311','3666','Twelve','Твелв','1439904484','1653253076','1'
'19312','3667','MB',NULL,'1439904485','1653253893','1'
'19313','3668','T98','Т98','1439904486','1653253931','1'
'19340','15','Bentayga','Бентайга','1443121459','1567847848','1'
'19341','36','Imperial Crown',NULL,'1443121522','1443121522','1'
'19343','80','Q30','Q30 о','1443121589','1567848600','1'
'19344','87','J4 (Heyue A30)',NULL,'1443121689','1443121689','1'
'19345','87','M5',NULL,'1443121689','1443121689','1'
'19346','88','F-Pace','F-ПАСЕ','1443121691','1567848648','1'
'19347','116','W121',NULL,'1443121764','1443121764','1'
'19348','123','Jeep J',NULL,'1443121804','1461510063','1'
'19349','147','Sandero RS',NULL,'1443121869','1461510125','1'
'19350','149','Silver Dawn','Силвер Давн','1443121872','1653253299','1'
'19351','216','12 ЗИМ',NULL,'1443122002','1443122002','1'
'19352','3676','2000',NULL,'1443122109','1443122109','1'
'19390','3','105/115',NULL,'1445023210','1461509704','1'
'19391','18','M2','М2','1445023255','1567847865','1'
'19392','28','CT6','CT6','1445023345','1567847915','1'
'19393','63','Transit Custom','Таможенного Транзита','1445023566','1540418978','1'
'19394','116','W120',NULL,'1445023862','1445023862','1'
'19395','147','Kwid','Kwid','1445024062','1567849090','1'
'19396','172','Model X','Модель X','1445024203','1567849107','1'
'19397','176','Mirai','Мирай','1445024222','1567849113','1'
'19398','179','TR6',NULL,'1445024234','1445024234','1'
'19399','184','Type 1',NULL,'1445024286','1461510243','1'
'19400','216','67','67','1445024342','1567849130','1'
'19401','3689','Gentra','Изменило','1445024535','1567849137','1'
'19402','3689','Matiz','Матиз','1445024535','1567849137','1'
'19403','3690','110',NULL,'1445024538','1445024538','1'
'19404','76','Acty','Асты','1445472672','1653252163','1'
'19406','3689','Nexia','Нексия','1445535858','1567849137','1'
'19459','9','DB5','ДБ5','1447237348','1653251493','1'
'19460','25','Limited','Лимитед','1447237514','1653251647','1'
'19461','28','XT5','ИксТ5','1447237524','1567847925','1'
'19462','63','Fairlane','Фэрлейн','1447237747','1653252048','1'
'19464','116','GLS-klasse AMG',NULL,'1447238037','1447238037','1'
'19465','116','W108',NULL,'1447238037','1629665386','1'
'19466','176','2000GT','2000ГТ','1447238382','1653253495','1'
'19467','179','Stag',NULL,'1447238392','1447238392','1'
'19468','3705','Gremlin','Гремлин','1447238664','1653251489','1'
'19469','3706','E10',NULL,'1447238667','1447238667','1'
'19513','44','Move Latte',NULL,'1448491987','1461509824','1'
'19515','63','Ranchero','Ранчеро','1448492044','1653252088','1'
'19516','80','QX30','QX30','1448492069','1567848605','1'
'19517','129','Toronado','Toronado','1448492233','1653253016','1'
'19518','3728','Fenyr Supersport',NULL,'1448492534','1461510364','1'
'19519','3728','Lykan Hypersport',NULL,'1448492534','1461510364','1'
'19520','37','DS','ДС','1450391309','1653251818','1'
'19521','37','SM','См','1450391309','1653251820','1'
'19522','60','FXX K',NULL,'1450391372','1450391372','1'
'19523','114','675LT',NULL,'1450391541','1540420582','1'
'19555','10','F103','F103','1452947725','1629662491','1'
'19556','10','Typ R',NULL,'1452947725','1461509707','1'
'19557','15','Mark VI','Марк VI','1452947735','1653251572','1'
'19558','15','R Type','Тип Р','1452947735','1653251572','1'
'19559','15','T-series','T-серии','1452947736','1653251572','1'
'19560','18','3/15',NULL,'1452947742','1461509710','1'
'19561','18','3200',NULL,'1452947742','1452947742','1'
'19562','18','327',NULL,'1452947742','1452947742','1'
'19563','18','501',NULL,'1452947743','1452947743','1'
'19564','18','502',NULL,'1452947743','1452947743','1'
'19565','18','503',NULL,'1452947743','1452947743','1'
'19566','18','507',NULL,'1452947743','1452947743','1'
'19567','18','New Class',NULL,'1452947743','1461509710','1'
'19568','25','Envision',NULL,'1452947771','1452947771','1'
'19569','35','Bolt',NULL,'1452947793','1452947793','1'
'19570','76','Ascot Innova','Аскот Иннова','1452947914','1567848487','1'
'19571','99','LC','ЛНР','1452947986','1567848745','1'
'19572','113','Eunos 100',NULL,'1452948024','1461510007','1'
'19573','116','SLC-klasse AMG',NULL,'1452948032','1461510009','1'
'19575','116','W111',NULL,'1452948032','1452948032','1'
'19576','116','W128',NULL,'1452948032','1452948032','1'
'19577','116','W186',NULL,'1452948032','1452948032','1'
'19578','135','402','402','1452948092','1653253102','1'
'19579','167','Twin',NULL,'1452948191','1452948191','1'
'19580','176','Pixis Epoch',NULL,'1452948211','1461510190','1'
'19581','176','Pixis Mega',NULL,'1452948211','1461510190','1'
'19582','176','Pixis','Pixis','1452948211','1653253651','1'
'19583','184','Golf R32',NULL,'1452948244','1452948244','1'
'19584','192','Z100',NULL,'1452948262','1567849127','1'
'19585','223','424',NULL,'1452948307','1452948307','1'
'19586','3739','Deluxe Eight',NULL,'1452948385','1461510365','1'
'19601','3','1900','1900','1455653228','1629662312','1'
'19602','3','6C',NULL,'1455653228','1461509704','1'
'19603','18','600',NULL,'1455653257','1455653257','1'
'19604','18','700',NULL,'1455653257','1455653257','1'
'19605','18','E3',NULL,'1455653257','1455653257','1'
'19606','18','E9',NULL,'1455653257','1455653257','1'
'19607','35','Chevelle','Шевелль','1455653310','1567847971','1'
'19608','35','Fleetmaster',NULL,'1455653310','1455653310','1'
'19609','36','180','180','1455653313','1629663305','1'
'19610','36','300',NULL,'1455653313','1455653313','1'
'19611','36','Cordoba','Кордоба','1455653313','1629663310','1'
'19612','36','Windsor',NULL,'1455653313','1455653313','1'
'19613','37','LN','ЛН','1455653315','1629663393','1'
'19614','60','GTC4Lusso','GTC4Lusso','1455653381','1567848277','1'
'19615','63','GT40','Gt40 на','1455653405','1567848357','1'
'19616','92','Niro','Ниро','1455653486','1567848686','1'
'19617','130','Kapitan','Капитан','1455653602','1567849079','1'
'19618','135','203','203','1455653612','1653253083','1'
'19620','3689','R2','Р2','1455653891','1567849137','1'
'19687','130','P4',NULL,'1456088838','1456088838','1'
'19688','135','Traveller','Путешественник','1456088847','1567849084','1'
'19689','9','DB11','ДБ11','1461509706','1567847800','1'
'19690','10','Q2','К2','1461509707','1567847826','1'
'19691','10','SQ7','СКу7','1461509707','1567847841','1'
'19692','24','Chiron','Хирон','1461509764','1567847888','1'
'19693','32','CS75','ЦС75','1461509767','1567847932','1'
'19695','35','Bel Air','Бел-Эйр','1461509769','1653251683','1'
'19696','35','C/K','С/К','1461509769','1653251717','1'
'19697','35','Deluxe','Делюкс','1461509769','1629663052','1'
'19698','42','Sens','Сенс','1461509823','1653251891','1'
'19699','44','Rugger','Регби','1461509824','1653251902','1'
'19700','52','AX7','AX7','1461509827','1567848233','1'
'19701','60','488','488','1461509831','1567848267','1'
'19704','63','GPA',NULL,'1461509882','1461509882','1'
'19705','63','Zephyr','Зефир','1461509883','1653252100','1'
'19706','76','S660',NULL,'1461509889','1653252229','1'
'19707','79','Creta','Крета','1461509892','1567848553','1'
'19708','79','Entourage','Антураж','1461509892','1567848555','1'
'19709','85','Hombre','Хомбре','1461509947','1653252316','1'
'19711','96','Flavia','Флавия','1461509952','1653252416','1'
'19712','96','Voyager','\"Вояджер\"','1461509952','1653252420','1'
'19713','99','GS F',NULL,'1461509953','1461509953','1'
'19715','111','Levante','Леванте','1461510006','1567848804','1'
'19716','114','570GT',NULL,'1461510008','1540420582','1'
'19718','116','GLC Coupe',NULL,'1461510009','1560936296','1'
'19719','116','GLC-Класс','КЗС-Класс','1461510009','1567848880','1'
'19720','117','Eight','Эйтч','1461510009','1653252724','1'
'19721','119','GS',NULL,'1461510011','1461510011','1'
'19722','123','Dignity','Дигнити','1461510063','1653252763','1'
'19723','123','Strada','Страда','1461510063','1653252810','1'
'19724','135','201','201','1461510070','1653253083','1'
'19725','135','202','202','1461510070','1653253083','1'
'19726','135','403','403','1461510070','1653253102','1'
'19727','135','404','404','1461510070','1653253102','1'
'19729','138','Catalina','Каталина','1461510072','1653253119','1'
'19730','147','10','10','1461510124','1567849088','1'
'19731','147','4CV',NULL,'1461510124','1461510124','1'
'19732','147','8','8','1461510124','1567849089','1'
'19733','147','Caravelle','Каравелла','1461510124','1653253184','1'
'19734','147','Dauphine','Дофин','1461510124','1567849090','1'
'19735','147','Floride','Отель floride','1461510124','1567849090','1'
'19736','147','Fregate','Фрегат','1461510124','1567849090','1'
'19737','147','Kaptur','Каптур','1461510125','1567849090','1'
'19738','147','Vivastella',NULL,'1461510125','1461510125','1'
'19739','149','Camargue','Камарг','1461510125','1653253296','1'
'19740','149','Silver Ghost',NULL,'1461510126','1461510126','1'
'19741','151','P4','П4','1461510127','1629666799','1'
'19742','152','93',NULL,'1461510127','1461510127','1'
'19743','157','Ateca','Атеке','1461510130','1567849097','1'
'19744','169','Xenon',NULL,'1461510185','1653253488','1'
'19745','175','Murat 124',NULL,'1461510189','1461510189','1'
'19746','80','QX4',NULL,'1461883751','1461883751','1'
'19747','80','QX56',NULL,'1461883751','1461883751','1'
'19748','126','Eight',NULL,'1461883923','1461883923','1'
'19750','152','Sonett',NULL,'1461883986','1461883986','1'
'19751','159','Popular',NULL,'1461883990','1461883990','1'
'19752','166','360',NULL,'1461884043','1461884043','1'
'19753','2','Vigor','Вигор','1463096463','1653251468','1'
'19754','3','1750','1750','1463096464','1629662312','1'
'19755','3','2000','2000','1463096464','1629662312','1'
'19756','3','2300','2300','1463096464','1629662312','1'
'19759','3','Dauphine','Дофин','1463096464','1629662317','1'
'19760','3','Milano','Милано','1463096464','1629662334','1'
'19761','3','S.Z./R.Z.','С. З./Р. З.','1463096464','1567847793','1'
'19762','7','Spartana','Спартана','1463096467','1567847797','1'
'19763','9','DB2','ДБ2','1463096468','1629662374','1'
'19764','9','DB2/4','ДБ2/4','1463096468','1629662374','1'
'19765','9','DB4','ДБ4','1463096468','1629662374','1'
'19766','9','DB6','ДБ6','1463096468','1629662374','1'
'19767','9','Vantage','Вантадж','1463096468','1567847810','1'
'19768','10','4000','4000','1463096470','1629662415','1'
'19769','10','5000','5000','1463096470','1629662415','1'
'19770','10','Coupe S','Купе S','1463096470','1567847822','1'
'19771','10','Fox','Фокс','1463096470','1629662491','1'
'19772','18','1 серия','1 серия','1463096474','1567847856','1'
'19773','18','2 серия','2 серия','1463096474','1567847856','1'
'19774','18','2 серия Active Tourer','2 серия Актив Туре','1463096474','1567847857','1'
'19775','18','3 серия','3 серия','1463096474','1567847858','1'
'19776','18','4 серия','4 серия','1463096474','1567847859','1'
'19777','18','5 серия','5 серия','1463096474','1567847860','1'
'19778','18','6 серия','6 серия','1463096474','1567847861','1'
'19779','18','7 серия','7 серия','1463096474','1567847861','1'
'19780','18','8 серия','8 серия','1463096474','1567847862','1'
'19781','18','M1','М1','1463096474','1567847864','1'
'19782','21','BS6','БС6','1463096475','1567847881','1'
'19783','21','M2','М2','1463096475','1567847883','1'
'19784','24','Type 57','Тип 57','1463096476','1629662760','1'
'19785','25','Rainier','Ренье','1463096477','1567847896','1'
'19786','26','F7','Ф7','1463096478','1653251651','1'
'19787','26','i6','и6','1463096478','1629662781','1'
'19788','28','Calais','Калайс','1463096478','1629662785','1'
'19789','28','Series 61','Серия 61','1463096478','1629662798','1'
'19790','28','Series 70','Серия 70','1463096478','1629662798','1'
'19791','28','SLS','СЛС','1463096478','1629662799','1'
'19793','32','Star Truck','Стар Трак','1463096481','1629662813','1'
'19797','34','Arauca','Арауку','1463096483','1629662821','1'
'19799','34','Cowin','Колин','1463096483','1629662823','1'
'19800','34','E5','Е5','1463096483','1653251673','1'
'19801','34','Eastar','Истар','1463096483','1567847940','1'
'19802','34','Ego','Эго','1463096483','1629662824','1'
'19803','34','Elara','Элара','1463096483','1629662824','1'
'19804','34','Face','Фейс','1463096483','1629662824','1'
'19805','34','Fengyun','Фэнъюнь','1463096483','1629662824','1'
'19807','34','Fulwin','Фулвин','1463096483','1629662825','1'
'19808','34','Fulwin 2','Фулвин 2','1463096483','1629662825','1'
'19809','34','J1','ДЖ1','1463096483','1629662826','1'
'19810','34','J11','ДЖ11','1463096483','1629662826','1'
'19813','34','Karry','Карры','1463096483','1567847947','1'
'19814','34','Qiyun','Куин','1463096483','1629662829','1'
'19816','34','Riich 2','Рич 2','1463096483','1629662831','1'
'19818','34','Storm 2','Шторм 2','1463096483','1629662831','1'
'19819','34','Windcloud','Винклуд','1463096483','1629662837','1'
'19820','35','150','150','1463096487','1629662837','1'
'19821','35','1700','1700','1463096487','1629662837','1'
'19822','35','210','210','1463096487','1629662837','1'
'19823','35','400','400','1463096487','1629662837','1'
'19824','35','Agile','Агиль','1463096487','1567847960','1'
'19825','35','Beat','Бить','1463096487','1567847963','1'
'19826','35','Biscayne','Бискейн','1463096487','1629662851','1'
'19827','35','Calibra','Калибра','1463096487','1629662865','1'
'19828','35','Chevy II','Чеви II','1463096487','1629662991','1'
'19831','35','Commodore','Коммодор','1463096487','1629663001','1'
'19832','35','Corvair','Корвайр','1463096487','1567847978','1'
'19833','35','D20','Д20','1463096487','1567847981','1'
'19834','35','Delray','Делрей','1463096487','1629663052','1'
'19835','35','Enjoy','Энджой','1463096487','1567847983','1'
'19836','35','Fleetline','Флитлайн','1463096487','1629663070','1'
'19837','35','Forester','Форестер','1463096487','1567847986','1'
'19838','35','Grand Vitara','Гранд Витара','1463096487','1567847987','1'
'19839','35','Ipanema','Ипанема','1463096487','1567847989','1'
