'id_car_model','id_car_mark','name','name_rus','date_create','date_update','id_car_type'
'1','1','378 GT Zagato','378 ГТ Загато','1398979509','1653251460','1'
'2','1','ACE','АЦЕ','1398979509','1567847762','1'
'3','1','Aceca','Ацеца','1398979509','1567847762','1'
'4','1','Cobra','Кобра','1398979509','1567847763','1'
'5','2','CL','Кл','1398979510','1567847763','1'
'6','2','CSX','ЦСИкс','1398979510','1567847764','1'
'7','2','EL','Эл','1398979510','1567847764','1'
'8','2','ILX','ИЛИкс','1398979510','1653251462','1'
'9','2','Integra','Интегра','1398979510','1567847766','1'
'10','2','Legend','Легенда','1398979510','1653251462','1'
'11','2','MDX','МДИкс','1620361120','1567847767','1'
'12','2','NSX','НСИкс','1398979510','1567847768','1'
'13','2','RDX','РДИкс','1398979510','1567847769','1'
'14','2','RL','РЛ','1398979510','1567847769','1'
'15','2','RLX',NULL,'1398979510','1434655546','1'
'16','2','RSX','РСИкс','1398979510','1567847770','1'
'17','2','SLX','СЛИкс','1398979510','1567847770','1'
'18','2','TL','ТЛ','1398979510','1567847771','1'
'19','2','TSX','ЦХ','1398979510','1567847772','1'
'20','2','ZDX','ЗДИкс','1398979510','1567847773','1'
'21','3','145','145','1398979511','1567847774','1'
'22','3','146','146','1398979511','1567847774','1'
'23','3','147','147','1398979511','1567847775','1'
'24','3','155','155','1398979511','1567847776','1'
'25','3','156','156','1398979511','1567847776','1'
'26','3','159','159','1398979511','1567847777','1'
'27','3','164','164','1398979511','1567847777','1'
'28','3','166','166','1398979511','1567847778','1'
'29','3','33','33','1398979511','1567847782','1'
'30','3','4C','4С','1398979511','1567847782','1'
'31','3','Alfa 6','Альфа 6','1398979511','1653251473','1'
'32','3','75','75','1398979511','1567847783','1'
'33','3','8C Competizione','8Ц Компретизион','1398979511','1567847783','1'
'34','3','90','90','1398979511','1653251473','1'
'35','3','Alfasud','Альфасуд','1398979511','1653251473','1'
'36','3','Alfetta','Альфетта','1398979511','1653251473','1'
'37','3','Arna','Арна','1398979511','1653251473','1'
'38','3','Brera','Брера','1398979511','1567847787','1'
'39','3','Giulia','Джулия','1398979511','1567847788','1'
'40','3','Giulietta','Джульетта','1398979511','1567847789','1'
'41','3','GT','ГТ','1398979511','1567847789','1'
'42','3','GTA Coupe',NULL,'1398979511','1461509704','1'
'43','3','GTV','ГТВ','1398979511','1567847790','1'
'44','3','MiTo','Мито','1398979511','1567847791','1'
'45','3','Montreal','Монреаль','1398979511','1653251477','1'
'46','3','RZ',NULL,'1398979511','1461509704','1'
'47','3','Spider','Спайдер','1398979511','1567847792','1'
'48','3','Sprint',NULL,'1398979512','1461509704','1'
'49','3','SZ',NULL,'1398979512','1461509704','1'
'50','4','A110','A110','1398979512','1567847794','1'
'51','4','A310',NULL,'1398979512','1434655622','1'
'52','4','A610','A610','1398979512','1567847795','1'
'53','4','GTA',NULL,'1398979512','1434655626','1'
'54','5','HMMWV (Humvee)',NULL,'1398979513','1461509705','1'
'55','6','Atom','Атом','1398979514','1567847795','1'
'56','7','10','10','1398979514','1567847796','1'
'57','7','24','24','1398979514','1567847797','1'
'58','8','Retona',NULL,'1398979515','1434655633','1'
'59','8','Rocsta','Рокста','1398979515','1567847798','1'
'60','9','Bulldog',NULL,'1398979516','1461509706','1'
'61','9','Cygnet','Сигнет','1398979516','1567847799','1'
'62','9','DB7','ДБ7','1398979516','1567847803','1'
'63','9','DB9','ДБ9','1398979516','1567847804','1'
'64','9','DBS','ДБС','1398979516','1567847804','1'
'65','9','Lagonda','Лагонда','1398979516','1567847805','1'
'66','9','One-77','Уан-77','1398979516','1567847806','1'
'67','9','Rapide','Рапид','1398979516','1567847808','1'
'68','9','Tickford Capri',NULL,'1398979516','1461509706','1'
'69','9','Vanquish','Ванквиш','1398979516','1567847809','1'
'70','9','V12 Vantage','В12 Вантаж','1398979516','1474057785','1'
'71','9','V12 Zagato','В12 Загато','1398979516','1653251495','1'
'72','9','V8 Vantage','В8 Вантадж','1398979516','1493805608','1'
'73','9','V8 Zagato',NULL,'1398979516','1461509706','1'
'74','9','Virage','Вираж','1398979516','1567847810','1'
'75','10','100','100','1398979517','1567847811','1'
'76','10','200','200','1398979517','1567847811','1'
'77','10','50','50','1398979517','1653251505','1'
'78','10','80','80','1398979517','1567847814','1'
'79','10','90','90','1398979517','1567847814','1'
'80','10','A1','А1','1398979517','1567847815','1'
'81','10','A2','А2','1398979517','1567847816','1'
'82','10','A3','А3','1398979517','1567847816','1'
'83','10','A4 allroad',NULL,'1398979517','1540420352','1'
'84','10','A4','А4','1398979517','1567847817','1'
'85','10','A5','А5','1398979517','1567847818','1'
'86','10','Allroad','Олроад','1398979517','1567847821','1'
'87','10','A6','А6','1398979517','1567847819','1'
'88','10','A7','А7','1398979517','1567847819','1'
'89','10','A8','А8','1398979517','1567847820','1'
'90','10','Cabriolet','Кабриолет','1398979517','1567847821','1'
'91','10','Coupe','Купе','1398979517','1567847822','1'
'92','10','NSU RO 80',NULL,'1398979517','1540420352','1'
'93','10','Q3','К3','1398979517','1567847827','1'
'94','10','Q5','В5','1398979517','1567847827','1'
'95','10','Q7','КУ7','1398979517','1568805056','1'
'96','10','Quattro','Кватро','1398979517','1567847830','1'
'97','10','R8','Р8','1398979517','1567847831','1'
'98','10','RS Q3','РС Ку3','1398979517','1567847835','1'
'99','10','RS 2','РС2 Авант','1398979517','1583879169','1'
'100','10','RS 3','РС 3','1398979517','1567847832','1'
'101','10','RS 4','4 РС','1398979517','1567847833','1'
'102','10','RS 5','РС 5','1398979517','1567847833','1'
'103','10','RS 6','6 РС','1398979517','1567847834','1'
'104','10','RS 7','РС 7','1398979517','1567847834','1'
'105','10','S1','С1','1398979517','1567847836','1'
'106','10','S2','С2','1398979517','1567847836','1'
'107','10','S3','С3','1398979517','1567847837','1'
'108','10','S4','С4','1398979517','1567847838','1'
'109','10','S5','С5','1398979517','1567847838','1'
'110','10','S6','С6','1398979517','1567847839','1'
'111','10','S7','С7','1398979517','1567847840','1'
'112','10','S8','С8','1398979517','1567847840','1'
'113','10','SQ5','СКу5','1398979517','1567847841','1'
'114','10','TT','ТТ','1398979517','1567847842','1'
'115','10','V8','В8','1398979517','1567847843','1'
'116','11','Allegro','Аллегро','1398983404','1653251561','1'
'117','11','Ambassador',NULL,'1398983404','1434655769','1'
'118','11','Maestro',NULL,'1398983404','1434655771','1'
'119','11','Maxi',NULL,'1398983404','1434655772','1'
'120','11','Mini Metro','Мини-Метро','1398983404','1629662578','1'
'121','11','Mini',NULL,'1398983404','1434655775','1'
'122','11','Montego','Монтего','1398983404','1567847845','1'
'123','11','Princess',NULL,'1398983404','1434655777','1'
'124','12','A 112',NULL,'1398983405','1461509708','1'
'125','13','BD-1322',NULL,'1398983405','1461509708','1'
'126','14','BJ 2020','БЖ 2020','1398983406','1567847846','1'
'128','15','Arnage','Арнаж','1398983407','1567847847','1'
'129','15','Azure','Ажур','1398983407','1567847847','1'
'130','15','Brooklands','Бруклендс','1398983407','1567847848','1'
'131','15','Continental','Континентал','1398983407','1567847849','1'
'132','15','Continental Flying Spur','Континентал Флайн Спу','1398983407','1534966337','1'
'133','15','Continental GT','Континентал ГТ','1398983407','1567847850','1'
'134','15','Eight','Восемь','1398983407','1653251571','1'
'135','15','Flying Spur','Флаинг Спур','1398983407','1567847851','1'
'136','15','Mulsanne','Мюлзан','1398983407','1567847852','1'
'137','15','Turbo R','Турбо Р','1398983407','1567847854','1'
'138','16','Freeclimber',NULL,'1398983408','1434655800','1'
'139','17','Type 3',NULL,'1398983409','1461509710','1'
'140','18','02 (E10)',NULL,'1398983410','1461509710','1'
'150','18','i3','и3','1398983410','1567847863','1'
'151','18','i8','и8','1398983410','1567847863','1'
'152','18','X1','Икс1','1398983410','1567847868','1'
'153','18','X3','Икс3','1398983410','1567847869','1'
'154','18','X4','Икс4','1398983410','1567847871','1'
'155','18','X5','Икс5','1398983410','1567847873','1'
'156','18','X6','Икс6','1398983410','1653251625','1'
'157','18','Z1','Зет1','1398983410','1567847876','1'
'158','18','Z3','З3','1398983410','1567847877','1'
'159','18','Z4','З4','1398983410','1567847878','1'
'160','18','Z8','Зет8','1398983410','1571397767','1'
'169','20','7.3S',NULL,'1398983411','1461509711','1'
'170','20','M V12',NULL,'1398983411','1461509711','1'
'171','20','SV12',NULL,'1398983411','1434655881','1'
'172','21','BS2','БС2','1398986708','1567847880','1'
'173','21','M1','М1','1398986708','1567847883','1'
'174','21','BS4','БС4','1398986708','1567847880','1'
'175','21','M3','М3','1398986708','1567847884','1'
'176','21','V5','В5','1398986708','1567847886','1'
'177','22','Blenheim','Бленхейм','1398986709','1567847886','1'
'178','22','Speedster','Спидстер','1398986709','1567847887','1'
'179','22','Fighter','Файгхтер','1398986709','1567847887','1'
'180','23','Geneva',NULL,'1398986710','1434655894','1'
'181','23','La Joya',NULL,'1398986710','1461509763','1'
'182','24','EB 110','ЕБ 110','1398986711','1567847888','1'
'183','24','EB 112','ЭБ 112','1398986711','1567847889','1'
'185','25','Century','Центри','1398986712','1567847890','1'
'186','25','Electra',NULL,'1398986712','1434655901','1'
'187','25','Enclave','Анклав','1398986712','1567847891','1'
'188','25','Excelle','Эксель','1398986712','1567847892','1'
'189','25','GL8','ГЛ8','1398986712','1567847892','1'
'190','25','LaCrosse','Лакросс','1398986712','1567847893','1'
'191','25','LE Sabre','Ле Сейбр','1398986712','1567847894','1'
'192','25','Lucerne','Люцерн','1398986712','1567847895','1'
'193','25','Park Avenue','Парк-Авеню','1398986712','1567847895','1'
'194','25','Rainer',NULL,'1398986712','1434655913','1'
'195','25','Reatta','Ритта','1398986712','1567847897','1'
'196','25','Regal','Регал','1398986712','1567847897','1'
'197','25','Rendezvous','Рандезвус','1398986712','1567847898','1'
'198','25','Riviera','Ривьера','1398986712','1567847899','1'
'199','25','Roadmaster','Роадмастер','1398986712','1567847900','1'
'200','25','Skylark','Скайлак','1398986712','1567847900','1'
'201','25','Terraza','Терраза','1398986712','1567847901','1'
'202','26','e6','е6','1398986713','1653251650','1'
'203','26','F0','Ф0','1398986713','1567847903','1'
'204','26','F3','Ф3','1398986713','1567847904','1'
'205','26','F6','Ф6','1398986713','1567847905','1'
'206','26','F8','Ф8','1398986713','1567847906','1'
'207','26','Flyer','Флайер','1398986713','1567847907','1'
'208','26','G3','Г3','1398986713','1653251652','1'
'209','26','G6','Г6','1398986713','1653251652','1'
'210','26','L3','Л3','1398986713','1653251652','1'
'211','26','M6','М6','1398986713','1653251652','1'
'212','26','S6','С6','1398986713','1567847910','1'
'213','27','BD132J (CoCo)',NULL,'1398986714','1461509765','1'
'214','27','BD326J (Moca)',NULL,'1398986714','1461509765','1'
'215','28','Allante','Аллант','1398986715','1567847911','1'
'216','28','ATS','АТС','1398986715','1567847911','1'
'217','28','BLS','БСТ','1398986715','1567847912','1'
'218','28','Brougham','Брогам','1398986715','1567847912','1'
'219','28','Catera','Катера','1398986715','1567847913','1'
'220','28','CTS','ЦТС','1398986715','1567847915','1'
'221','28','De Ville','Де Виль','1398986715','1567847916','1'
'222','28','DTS','ДТС','1398986715','1567847917','1'
'223','28','Eldorado','Эльдорадо','1398986715','1567847917','1'
'224','28','Escalade','Эскалейд','1398986715','1567847918','1'
'225','28','Fleetwood','Флитвуд','1398986715','1653251658','1'
'226','28','LSE',NULL,'1398986715','1434656007','1'
'227','28','Seville','Севиль','1398986715','1567847921','1'
'228','28','Sixty Special',NULL,'1398986715','1461509766','1'
'229','28','SRX','СРИкс','1398986715','1567847922','1'
'230','28','STS','СТС','1398986715','1567847923','1'
'231','28','XLR','ИксЛР','1398986715','1567847923','1'
'232','28','XTS','ХТС','1398986715','1653251664','1'
'233','29','C12','С12','1398986716','1567847926','1'
'234','30','FX4S','ФИкс4С','1398986717','1567847927','1'
'235','31','21','21','1398990306','1567847927','1'
'236','31','CSR','КСО','1398990306','1567847928','1'
'237','31','Seven','Семь','1398990306','1567847929','1'
'238','32','Benni',NULL,'1398990306','1434656026','1'
'239','32','CS35','ЦС35','1398990307','1567847932','1'
'240','32','Eado','Еадо','1398990307','1567847933','1'
'241','32','Raeton','Раэтон','1398990307','1567847934','1'
'242','32','Z-Shine',NULL,'1398990307','1461509767','1'
'244','33','Flying','Флаинг','1398990307','1567847935','1'
'245','33','SUV','Внедорожник','1398990307','1653251671','1'
'247','34','Amulet','Амулет','1398990308','1567847936','1'
'248','34','Bonus','Бонус','1398990308','1567847938','1'
'249','34','CrossEastar','КроссИстар','1398990308','1567847939','1'
'250','34','Fora','Фора','1398990308','1567847943','1'
'251','34','IndiS','Индис','1398990308','1567847945','1'
'252','34','Kimo','Кимо','1398990308','1567847947','1'
'253','34','Oriental Son','Ориентал Сан','1398990308','1534966423','1'
'254','34','QQ6','КуКу6','1398990308','1567847950','1'
'255','34','QQ','КьюКью','1398990308','1567847949','1'
'256','34','Tiggo','Тигго','1398990308','1567847952','1'
'257','34','Very','Вери','1398990308','1567847956','1'
'258','35','Alero','Алеро','1398990310','1567847960','1'
'259','35','Astra','Астра','1398990310','1567847961','1'
'260','35','Astro','Астро','1398990310','1567847962','1'
'261','35','Avalanche','Аваланш','1398990310','1567847962','1'
'262','35','Aveo','Авео','1398990310','1567847963','1'
'263','35','Beretta','Беретта','1398990310','1567847964','1'
'264','35','Blazer','Блейзер','1398990310','1567847966','1'
'265','35','Blazer K5',NULL,'1398990310','1461509769','1'
'266','35','C-10',NULL,'1398990310','1461509769','1'
'267','35','Camaro','Камаро','1398990310','1567847967','1'
'268','35','Caprice','Каприз','1398990310','1567847968','1'
'269','35','Captiva','Каптива','1398990310','1567847968','1'
'270','35','Cavalier','Кавалер','1398990310','1567847969','1'
'271','35','Celebrity','Целебрит','1398990310','1567847970','1'
'272','35','Celta','Сельта','1398990310','1567847970','1'
'273','35','Chevette','Шевроле','1398990310','1567847972','1'
'274','35','Citation','Цитата','1398990310','1567847973','1'
'275','35','Classic','Классик','1398990310','1567847975','1'
'276','35','Cobalt','Кобальт','1398990310','1567847976','1'
'277','35','Colorado','Колорадо','1398990310','1567847976','1'
'278','35','Corsa','Корса','1398990310','1567847977','1'
'279','35','Corsica','Корсика','1398990310','1567847978','1'
'280','35','Corvette','Корвет','1398990310','1567847979','1'
'281','35','Cruze (HR)',NULL,'1398990310','1461509769','1'
'282','35','Cruze','Круз','1398990310','1567847980','1'
'283','35','Epica','Эпика','1398990310','1567847983','1'
'284','35','Equinox','Экьюникс','1398990310','1567847984','1'
'285','35','Evanda','Эванда','1398990310','1567847985','1'
'286','35','Express','Экспресс','1398990310','1567847985','1'
'287','35','HHR','ХХР','1398990310','1567847988','1'
'288','35','Impala','Импала','1398990310','1567847988','1'
'289','35','Kalos','Калос','1398990310','1567847991','1'
'290','35','Lacetti','Лачетти','1398990310','1567847993','1'
'291','35','Lanos','Ланос','1398990310','1567847993','1'
'292','35','Lumina','Люмина','1398990310','1567847995','1'
'293','35','Lumina APV','Лумина АПВ','1398990310','1567847995','1'
'294','35','LUV D-MAX','ЛУВ Д-МАКС','1398990310','1567847996','1'
'295','35','Malibu','Малибу','1398990310','1567847997','1'
'296','35','Metro','Метро','1398990310','1567847999','1'
'297','35','Monte Carlo','Монте-Карло','1398990310','1567848000','1'
'298','35','Monza','Монца','1398990310','1567848001','1'
'299','35','MW','МВ','1398990310','1567848001','1'
'300','35','Niva','Нива','1398990310','1567848003','1'
'301','35','Nubira','Нубира','1398990310','1567848004','1'
'302','35','Omega','Омега','1398990310','1567848005','1'
'303','35','Orlando','Орландо','1398990310','1567848007','1'
'304','35','Prizm','Призм','1398990310','1567848009','1'
'305','35','Rezzo','Реццо','1398990310','1567848010','1'
'306','35','S-10','С-10','1398990310','1567848011','1'
'307','35','Sail','Сайл','1398990310','1567848012','1'
'308','35','Sonic','Соник','1398990310','1567848014','1'
'309','35','Spark','Спарк','1398990310','1567848015','1'
'310','35','SSR','ССР','1398990310','1567848019','1'
'311','35','Starcraft',NULL,'1398990310','1434656180','1'
'312','35','Suburban','Субубан','1398990310','1567848020','1'
'313','35','Tahoe','Тахо','1398990310','1567848023','1'
'314','35','Tavera','Тавера','1398990310','1567848024','1'
'315','35','Tracker','Трекер','1398990310','1567848026','1'
'316','35','TrailBlazer','ТрэйБлазер','1398990310','1567848027','1'
'317','35','Trans Sport','Транс Спорт','1398990310','1567848029','1'
'318','36','200','200','1398990312','1653251792','1'
'319','36','300C','300Ц','1398990312','1571398879','1'
'320','36','300M','300м','1398990312','1571398879','1'
'321','36','Aspen','Аспен','1398990312','1571398879','1'
'322','36','Cirrus','Циррус','1398990312','1571398879','1'
'323','36','Concorde','Конкорд','1398990312','1571398879','1'
'324','36','Crossfire','Кроссфайр','1398990312','1571398880','1'
'325','36','Dynasty','Династия','1398990312','1653251794','1'
'326','36','Fifth Avenue','Файф Авеню','1398990312','1571398880','1'
'327','36','Imperial','Империал','1398990312','1653251794','1'
'328','36','Intrepid','Интрепид','1398990312','1567848055','1'
'329','36','LeBaron','Лебарон','1398990312','1567848056','1'
'330','36','LHS','ЛХС','1398990312','1567848057','1'
'331','36','Nassau','Нассау','1398990312','1474057900','1'
'332','36','Neon','Неон','1398990312','1567848058','1'
'333','36','New Yorker','Нью-Йоркер','1398990312','1567848059','1'
'334','36','Pacifica','Пасифика','1398990312','1567848060','1'
'335','36','Prowler','Мародер','1398990312','1567848060','1'
'336','36','PT Cruiser','Пт Крузер','1398990312','1567848061','1'
'337','36','Saratoga','Саратога','1398990312','1653251799','1'
'338','36','Sebring','Себринг','1398990312','1567848063','1'
'339','36','Stratus','Стратус','1398990312','1653251800','1'
'340','36','TC','ТС','1398990312','1653251800','1'
'341','36','Town and Country','Города и страны','1398990312','1567848065','1'
'342','36','Viper',NULL,'1398990312','1434656268','1'
'343','36','Vision','Вижион','1398990312','1567848067','1'
'344','36','Voyager','Вояджер','1398990312','1567848068','1'
'345','37','2 CV','2 ЦВ','1398990313','1567848070','1'
'346','37','Ami','Ами','1398990313','1653251803','1'
'347','37','AX','Топор','1398990313','1567848071','1'
'348','37','Berlingo','Берлинго','1398990313','1567848072','1'
'349','37','BX','ВХ','1398990313','1567848074','1'
'350','37','C-Crosser','С-Кроссер','1398990313','1567848085','1'
'351','37','C-Elysee','С-Elysee','1398990313','1567848086','1'
'352','37','C1','С1','1398990313','1567848074','1'
'353','37','C2','С2','1398990313','1567848076','1'
'354','37','C3','С3','1398990313','1567848076','1'
'355','37','C3 Picasso','С3 Пикассо','1398990313','1567848079','1'
'356','37','C4 AirCross','С4 Aircross Может','1398990313','1567848080','1'
'357','37','C4 Cactus','С4 Кактус','1398990313','1653251813','1'
'358','37','C4','С4','1398990313','1567848079','1'
'359','37','C4 Picasso','С4 Пикассо','1398990313','1567848081','1'
'360','37','C5','С5','1398990313','1567848082','1'
'361','37','C6','С6','1398990313','1567848084','1'
'362','37','C8','С8','1398990313','1567848084','1'
'363','37','CX','СХ','1398990313','1567848089','1'
'364','37','DS3','ДС3','1398990313','1567848091','1'
'365','37','DS4','DS4, и','1398990313','1567848092','1'
'366','37','DS5','DS5','1398990313','1567848093','1'
'367','37','Dyane','Даян','1398990313','1653251819','1'
'368','37','Evasion','Отписка','1398990313','1567848094','1'
'369','37','GS','ГС','1398990313','1653251820','1'
'371','37','Saxo','Саксо','1398990313','1567848099','1'
'372','37','Visa','Виза','1398990313','1653251820','1'
'373','37','Xantia','У Xantia','1398990313','1567848103','1'
'374','37','XM','Хм','1398990313','1567848104','1'
'375','37','Xsara','Ксара','1398990313','1567848105','1'
'376','37','Xsara Picasso','Ксара Пикассо','1398990313','1567848106','1'
'377','37','ZX','На ZX','1398990313','1567848106','1'
'378','38','V16T','V16T','1398990314','1567848107','1'
'379','39','T-Rex','Т-Рекс','1398990315','1567848108','1'
'380','40','1300','1300','1398990316','1653251824','1'
'381','40','1310','1310','1398990316','1567848109','1'
'382','40','1410',NULL,'1398990316','1434656371','1'
'383','40','Dokker','Доккер','1398990316','1653251825','1'
'384','40','Duster','Дастер','1398990316','1653251825','1'
'385','40','Lodgy','Лодджи','1398990316','1653251825','1'
'386','40','Logan','Логан','1398990316','1567848117','1'
'387','40','Nova','Нова','1398990316','1567848118','1'
'388','40','Sandero','Сандеро','1398990316','1567848119','1'
'389','40','Solenza','Соленза','1398990316','1567848120','1'
'390','41','City Leading','Города, Ведущий','1398994510','1567848121','1'
'391','41','Shuttle','Трансфер','1398994510','1567848121','1'
'392','41','Smoothing','Разглаживание','1398994510','1567848122','1'
'393','42','Arcadia','Аркадия','1398994511','1567848123','1'
'394','42','Chairman','Председатель','1398994511','1567848125','1'
'395','42','Damas','Дамас','1398994511','1567848126','1'
'396','42','Espero','Эсперо','1398994511','1567848127','1'
'397','42','Evanda','Эванда','1398994511','1567848127','1'
'398','42','G2X','G2X','1398994511','1567848128','1'
'399','42','Gentra','Изменило','1398994511','1567848129','1'
'400','42','Kalos','Калос','1398994511','1567848131','1'
'401','42','Korando','Корандо','1398994511','1567848131','1'
'402','42','Lacetti','Лачетти','1398994511','1567848132','1'
'403','42','Lanos','Ланос','1398994511','1567848133','1'
'404','42','LeMans','Леманс','1398994511','1567848134','1'
'405','42','Leganza','Леганза','1398994511','1567848133','1'
'406','42','Magnus','Магнус','1398994511','1567848135','1'
'407','42','Matiz','Матиз','1398994511','1567848136','1'
'408','42','Musso','Муссо','1398994511','1567848136','1'
'409','42','Nexia','Нексия','1398994511','1567848137','1'
'410','42','Nubira','Нубира','1398994511','1567848138','1'
'411','42','Prince','Принц','1398994511','1567848139','1'
'412','42','Racer','Гонщик','1398994511','1567848140','1'
'413','42','Rezzo','Реццо','1398994511','1567848140','1'
'414','42','Tacuma','Tacuma','1398994512','1567848142','1'
'415','42','Tico','Тико','1398994512','1567848143','1'
'416','42','Tosca','Тоска','1398994512','1567848143','1'
'417','42','Winstorm','Winstorm','1398994512','1567848144','1'
'420','44','Altis','Альтис','1398994513','1567848144','1'
'421','44','Applause','Аплодисменты','1398994513','1567848145','1'
'422','44','Atrai','Atrai','1398994513','1567848146','1'
'423','44','Be-go','Быть-идти','1398994513','1567848147','1'
'424','44','Boon','Бун','1398994513','1567848148','1'
'425','44','Ceria','Церия','1398994513','1534966595','1'
'426','44','Charade','Шарада','1398994513','1567848149','1'
'427','44','Charmant','Шармант','1398994513','1629663495','1'
'428','44','Coo','Ку','1398994513','1567848152','1'
'429','44','Copen','Копен','1398994513','1567848153','1'
'430','44','Cuore','Куоре','1398994513','1567848154','1'
'432','44','Esse','Эссэ','1398994513','1567848155','1'
'433','44','Feroza','Фероза','1398994513','1567848156','1'
'434','44','Gran Move','Гран Мове','1398994513','1567848158','1'
'435','44','Leeza','Лиза','1398994513','1567848160','1'
'436','44','Materia','Материа','1398994513','1567848161','1'
'437','44','MAX','Макс','1398994513','1567848161','1'
'438','44','Mira Gino','Мира Джино','1398994513','1629663512','1'
'439','44','Mira','Мира','1398994513','1567848162','1'
'440','44','Move','Двигаться','1398994513','1567848165','1'
'441','44','Naked','Голый','1398994513','1567848165','1'
'442','44','Opti','Опти','1398994513','1653251902','1'
'443','44','Pyzar','Пизар','1398994513','1653251902','1'
'444','44','Rocky','Роки','1398994513','1567848167','1'
'445','44','Sirion','Сирион','1398994513','1567848168','1'
'446','44','Sonica','Соника','1398994513','1567848169','1'
'447','44','Storia','Истории','1398994513','1567848170','1'
'448','44','Taft','Тафт','1398994513','1653251904','1'
'449','44','Tanto','Танто','1398994513','1567848171','1'
'450','44','Terios','Териос','1398994513','1567848173','1'
'451','44','Trevis','Тревис','1398994513','1567848173','1'
'452','44','Wildcat','Уайлдкэт','1398994513','1629663527','1'
'453','44','Xenia','Ксюша','1398994513','1567848175','1'
'454','44','YRV','YRV','1398994513','1567848175','1'
'455','45','DS420',NULL,'1398994514','1461509824','1'
'456','45','Sovereign (XJ6)',NULL,'1398994514','1461509824','1'
'457','45','X300',NULL,'1398994514','1461509824','1'
'458','45','X308',NULL,'1398994514','1461509824','1'
'459','45','X350',NULL,'1398994514','1461509824','1'
'460','45','XJ40',NULL,'1398994514','1434656546','1'
'461','45','XJS',NULL,'1398994514','1434656548','1'
'462','46','Fun','Удовольствие','1398994515','1567848179','1'
'463','47','280ZX',NULL,'1398994516','1434656582','1'
'464','47','720',NULL,'1398994516','1434656584','1'
'465','47','Bluebird','Блюберд','1398994516','1653251909','1'
'466','47','Cherry','Черри','1398994516','1653251909','1'
'467','47','GO','Гоу','1398994516','1629663532','1'
'469','47','on-DO','Он-До','1398994516','1582616294','1'
'470','47','Stanza','Станза','1398994516','1653251910','1'
'471','47','Sunny','Сани','1398994516','1653251910','1'
'472','47','Violet',NULL,'1398994516','1434656596','1'
'473','48','Bigua','Bigua','1398994517','1567848191','1'
'474','48','Guara','Гуара','1398994517','1567848192','1'
'475','48','Mangusta','Мангуста','1398994517','1567848192','1'
'476','48','Pantera',NULL,'1398994517','1461509825','1'
'477','48','Vallelunga',NULL,'1398994517','1461509825','1'
'478','49','DMC-12','ДМС-12','1398994518','1653251910','1'
'479','50','Antelope','Антилопа','1398994518','1567848193','1'
'480','50','Aurora','Аврора','1398994518','1567848194','1'
'481','50','Cowboy','Ковбой','1398994518','1567848195','1'
'482','50','Land Crown','Земли Короны','1398994519','1567848195','1'
'483','50','Plutus','Плутус','1398994519','1567848196','1'
'484','50','Saladin','Саладин','1398994519','1567848197','1'
'485','50','Shuttle','Трансфер','1398994519','1567848197','1'
'486','51','600','600','1398997805','1653251911','1'
'487','51','Aries','Арис','1398997805','1653251911','1'
'488','51','Avenger','Мститель','1398997805','1567848202','1'
'489','51','Caliber','Калибр','1398997805','1567848204','1'
'490','51','Caravan','Караван','1398997805','1567848204','1'
'491','51','Challenger','Челленджер','1398997805','1567848205','1'
'492','51','Charger','Зарядное устройство','1398997805','1567848206','1'
'493','51','Dakota','Дакота','1398997805','1567848208','1'
'494','51','Dart','Дарт','1398997805','1653251918','1'
'495','51','Daytona','Дайтона','1398997805','1567848209','1'
'496','51','Durango','Дуранго','1398997805','1567848210','1'
'497','51','Dynasty','Династия','1398997805','1653251919','1'
'499','51','Intrepid','Бесстрашный','1398997805','1567848212','1'
'500','51','Journey','Путешествие','1398997805','1567848213','1'
'501','51','Magnum','Магнум','1398997805','1567848214','1'
'502','51','Monaco','Монако','1398997805','1567848216','1'
'503','51','Neon','Неон','1398997805','1567848217','1'
'504','51','Nitro','Нитро','1398997805','1567848218','1'
'505','51','Omni','Омни','1398997805','1653251922','1'
'506','51','Ram','Оперативной памяти','1398997805','1567848221','1'
'507','51','Ramcharger','Ramcharger','1398997805','1567848222','1'
'508','51','Shadow','Тень','1398997805','1567848225','1'
'509','51','Spirit','Дух','1398997805','1567848225','1'
'510','51','Stealth','Стелс','1398997805','1567848226','1'
'511','51','Stratus','Стратус','1398997805','1567848227','1'
'512','51','Viper','Вайпер','1398997805','1567848228','1'
'513','52','H30','Краны закрепительных втулок h30','1398997806','1567848234','1'
'514','52','MPV','МПВ','1398997806','1653251930','1'
'515','52','Oting','Отинг','1398997806','1567848236','1'
'516','52','Rich','Богатый','1398997806','1567848236','1'
'517','53','Ассоль','Ассоль','1398997807','1653253924','1'
'518','53','Кондор','Кондор','1398997807','1653253924','1'
'519','53','Орион','Орион','1398997807','1653253924','1'
'520','54','D8',NULL,'1398997808','1434656710','1'
'521','55','GD04B',NULL,'1398997808','1461509829','1'
'522','56','Premier','Премьер','1398997809','1567848240','1'
'523','56','Summit','Саммит','1398997809','1567848241','1'
'524','56','Talon','Прикуп','1398997809','1567848241','1'
'525','56','Vision','Видение','1398997809','1567848242','1'
'526','57','SS',NULL,'1398997810','1461509830','1'
'528','59','Audi A6','Ауди А6','1398997811','1567848244','1'
'529','59','Audi 100','Ауди 100','1398997811','1567848243','1'
