"id_car_modification","id_car_equipment","name","year"
"241851","23310","	2.0 3TD4 AT R-Dynamic SE","2019"
"241848","23314","	2.0 Si4 AT R-Dynamic S","2019"
"241741","23237","	250 AT Avantgarde L2","2019"
"177040","22651","	НД23/81"," "
"241735","23230","	Aqua","2019"
"204119","12805","\'Edition30\' (5 мест)"," "
"204126","12850","\'Edition30\' (5 мест)"," "
"204119","12806","\'Edition30\' (7 мест)"," "
"204126","12849","\'Edition30\' (7 мест)"," "
"267461","26267","\'Move\'"," "
"63765","24206","#Club"," "
"268467","26784","#Club"," "
"268467","27983","#CLUB + EnjoY Pro"," "
"268467","27581","#Club\'22"," "
"240395","22608","#discover"," "
"240395","22606","#enjoy"," "
"240396","22609","#enjoy"," "
"240396","22611","#feel"," "
"240395","22607","#FSport"," "
"240396","22610","#FSport"," "
"240395","22605","#live"," "
"271610","27601","1 LT"," "
"271611","27602","1 LT RS"," "
"252839","25099","1.4"," "
"265152","25109","1.4"," "
"252841","25102","1.6"," "
"265153","25111","1.6"," "
"241030","22713","1.6 CVT Классик, двигатель 1ZR-FE","2019"
"241030","22714","1.6 CVT Комфорт, двигатель 1ZR-FE","2019"
"241030","22716","1.6 CVT Престиж Safety, двигатель 1ZR-FE","2019"
"241030","22715","1.6 CVT Престиж, двигатель 1ZR-FE","2019"
"30175","25594","1.6 HDi L1"," "
"266326","25596","1.6 HDi L2"," "
"266322","25593","1.6 VTi L1"," "
"266324","25595","1.6 VTi L2"," "
"241754","23278","1.8 L","2013"
"241753","23279","1.8 L","2013"
"241755","23272","1.8 LE","2013"
"241756","23269","1.8 LE Eco","2013"
"241755","23273","1.8 LE Plus","2013"
"241756","23270","1.8 LE Plus Eco","2013"
"241755","23274","1.8 LE Premium","2013"
"241756","23271","1.8 LE Premium Eco","2013"
"241755","23275","1.8 S","2013"
"241753","23280","1.8 S","2013"
"241755","23276","1.8 S Plus","2013"
"241755","23277","1.8 S Premium","2013"
"252842","25104","1.8T 1.9TDI"," "
"252850","25107","1.8T 1.9TDI"," "
"265157","25114","1.8T 1.9TDI"," "
"265163","25118","1.8T 1.9TDI"," "
"203213","12664","1A","2014"
"203213","12667","1A","2013"
"203220","12678","1A","2013"
"203220","12683","1A","2014"
"185946","11865","1J"," "
"185947","11868","1J"," "
"241851","23307","2.0 3TD4 AT HSE","2019"
"241851","23308","2.0 3TD4 AT R-Dynamic HSE","2019"
"241851","23309","2.0 3TD4 AT R-Dynamic S","2019"
"241851","23311","2.0 3TD4 AT S","2019"
"241851","23312","2.0 3TD4 AT SE","2019"
"241851","23313","2.0 3TD4 AT Standard","2019"
"249119","23332","2.0 45 TFSI quattro S tronic","2019"
"249119","23333","2.0 45 TFSI quattro S tronic Advance","2019"
"249119","23334","2.0 45 TFSI quattro S tronic Design","2019"
"249119","23335","2.0 45 TFSI quattro S tronic Sport","2019"
"241023","22692","2.0 AT First Edition, марка двигателя 204PT Ingenium","2018"
"241023","22693","2.0 AT R-Dynamic HSE, 204PT Ingenium","2018"
"241022","22687","2.0 AT R-Dynamic S, марка двигателя 204PT Ingenium","2018"
"241023","22694","2.0 AT R-Dynamic S, марка двигателя 204PT Ingenium","2018"
"241022","22688","2.0 AT R-Dynamic SE, марка двигателя 204PT Ingenium","2018"
"241023","22696","2.0 AT R-Dynamic SE, марка двигателя 204PT Ingenium","2018"
"241022","22689","2.0 AT S, марка двигателя 204PT Ingenium","2018"
"241023","22695","2.0 AT S, марка двигателя 204PT Ingenium","2018"
"241022","22690","2.0 AT SE, марка двигателя 204PT Ingenium","2018"
"241023","22698","2.0 AT SE, марка двигателя 204PT Ingenium","2018"
"241022","22686","2.0 AT, марка двигателя 204PT Ingenium","2018"
"241023","22691","2.0 AT, марка двигателя 204PT Ingenium","2018"
"241847","23299","2.0 CVT Comfort","2019"
"241847","23300","2.0 CVT Techno","2019"
"110669","22655","2.0 EcoBoost AT Titanium Plus","2018"
"241846","23301","2.0 MT Start","2019"
"241849","23319","2.0 Si4 AT HSE","2019"
"241849","23320","2.0 Si4 AT R-Dynamic HSE","2019"
"241849","23321","2.0 Si4 AT R-Dynamic S","2019"
"241848","23315","2.0 Si4 AT R-Dynamic SE","2019"
"241849","23322","2.0 Si4 AT R-Dynamic SE","2019"
"241848","23316","2.0 Si4 AT S","2019"
"241849","23323","2.0 Si4 AT S","2019"
"241848","23317","2.0 Si4 AT SE","2019"
"241849","23324","2.0 Si4 AT SE","2019"
"241848","23318","2.0 Si4 AT Standard","2019"
"241849","23325","2.0 Si4 AT Standard","2019"
"241026","22683","2.0 TD AT First Edition, марка двигателя AJ200 Ingenium","2018"
"241026","22684","2.0 TD AT R-Dynamic HSE, марка двигателя AJ200 Ingenium","2018"
"241026","22685","2.0 TD AT R-Dynamic S, марка двигателя AJ200 Ingenium","2018"
"241025","22703","2.0 TD AT R-Dynamic S, марка двигателя AJ200 Ingenium","2018"
"241025","22704","2.0 TD AT R-Dynamic SE, марка двигателя AJ200 Ingenium","2018"
"241025","22705","2.0 TD AT S, марка двигателя AJ200 Ingenium","2018"
"241025","22706","2.0 TD AT SE, марка двигателя AJ200 Ingenium","2018"
"241026","22682","2.0 TD AT, марка двигателя AJ200 Ingenium","2018"
"241025","22702","2.0 TD AT, марка двигателя AJ200 Ingenium","2018"
"241850","23302","2.0 TD4 AT R-Dynamic S","2019"
"241850","23303","2.0 TD4 AT R-Dynamic SE","2019"
"241850","23304","2.0 TD4 AT S","2019"
"241850","23305","2.0 TD4 AT SE","2019"
"241850","23306","2.0 TD4 AT Standard","2019"
"253099","25163","2.0R AC"," "
"253099","25164","2.0R CT"," "
"253100","25165","2.0R FC"," "
"253100","25166","2.0R KT"," "
"253099","25167","2.0R NR"," "
"253100","25168","2.0R VR"," "
"249159","23366","2.5 TFSI quattro S tronic","2019"
"253101","25169","2.5i CT"," "
"253101","25170","2.5i NO"," "
"253101","25171","2.5i NT"," "
"253102","25172","2.5i ZM"," "
"26146","1208","2LT","2014"
"15876","1242","2LT","2014"
"29834","5675","2LT","2012"
"29834","5676","2LT","2013"
"219611","21669","2LT"," "
"193423","9021","2M","2011"
"193423","9022","2M","2012"
"193430","9029","2M","2012"
"193430","9030","2M","2011"
"26148","1209","2SS","2014"
"189899","5677","2SS","2012"
"189899","5678","2SS","2013"
"193423","9020","2V","2012"
"271611","27603","3 LT RS"," "
"249120","23328","3.0 55 TFSI quattro S tronic","2018"
"249120","23329","3.0 55 TFSI quattro S tronic Advance","2018"
"249120","23330","3.0 55 TFSI quattro S tronic Design","2018"
"249120","23326","3.0 55 TFSI quattro S tronic Ocean GT","2019"
"249120","23331","3.0 55 TFSI quattro S tronic Sport","2018"
"249120","23327","3.0 55 TFSI quattro S tronic Ultra Nova GT","2019"
"241387","23268","3.0 AT Passion","2019"
"253103","25173","3.0R Spec. B ZM"," "
"253103","25174","3.0R Spec. B ZU"," "
"253103","25175","3.0R ZM"," "
"253103","25176","3.0R ZU"," "
"16302","1527","3D","2015"
"183605","10847","3D","2014"
"183605","10849","3D","2013"
"183605","10851","3D"," "
"183605","10843","3D eMyWay","2014"
"183605","10845","3D eMyWay"," "
"183605","10848","3D eMyWay","2013"
"16302","15673","3D LED Vision"," "
"176906","1240","3LT"," "
"15876","1241","3LT","2016"
"15876","1243","3LT","2014"
"240397","22612","3LT"," "
"15877","1244","3LZ"," "
"268844","26891","4"," "
"265280","25221","4-Long"," "
"265282","25223","4-Long"," "
"255697","24079","4.2 FSI quattro"," "
"255698","25318","4.2 FSI quattro"," "
"62338","8105","4A","2015"
"268845","26892","4S"," "
"270772","27374","4S"," "
"63554","24305","4WD"," "
"24435","3993","4XMOTION","2014"
"24438","4000","4XMOTION"," "
"265280","25222","5-Long"," "
"265283","25224","5-Long"," "
"255699","24080","5.2 FSI quattro"," "
"259683","25312","6.2"," "
"204572","12954","011 Standard (низкий тент)"," "
"255616","23989","20 Years Edition"," "
"195024","3090","25 th ANNIVERSARY EDITION"," "
"189115","12358","25 th ANNIVERSARY EDITION"," "
"189113","12351","25 th ANNIVERSARY EDITION LUXURY"," "
"189114","12354","25 th ANNIVERSARY EDITION LUXURY"," "
"189119","12363","25 th ANNIVERSARY EDITION LUXURY","2015"
"173142","22358","25th Anniversary"," "
"173146","22359","25th Anniversary"," "
"254132","26226","25th Anniversary"," "
"189109","3034","25th Anniversary Edition"," "
"200406","12390","25th Anniversary Edition"," "
"200407","12402","25th Anniversary Edition"," "
"200408","12405","25th Anniversary Edition"," "
"189123","3098","25th Anniversary Edition 1"," "
"189123","3099","25th Anniversary Edition 2"," "
"263089","25196","30"," "
"271879","27624","35 TDI quattro S tronic"," "
"255575","23946","35 TDI S tronic"," "
"249153","23358","35 TFSI S Tronic","2018"
"255556","23897","35 TFSI S tronic"," "
"255564","23909","35 TFSI S tronic"," "
"255567","23922","35 TFSI S tronic"," "
"264600","23965","35 TFSI S tronic"," "
"264610","23975","35 TFSI S tronic"," "
"255564","23921","35 TFSI S tronic Edition One"," "
"268283","26654","35 TFSI tiptronic"," "
"268284","26660","35 TFSI tiptronic"," "
"264623","27631","40 TDI quattro"," "
"255576","23951","40 TDI quattro S tronic"," "
"271880","27627","40 TDI quattro S tronic"," "
"255686","27630","40 TDI quattro S tronic"," "
"255568","23950","40 TDI S tronic"," "
"265466","27840","40 TDI S tronic"," "
"271890","27633","40 TFSI quattro Dynamic Edition"," "
"271890","27634","40 TFSI quattro Luxury Edition"," "
"249154","23362","40 TFSI Quattro S Tronic","2018"
"262031","24030","40 TFSI quattro S tronic"," "
"264614","27953","40 TFSI quattro S tronic"," "
"255554","23900","40 TFSI S tronic"," "
"255562","23912","40 TFSI S tronic"," "
"255568","23930","40 TFSI S tronic"," "
"255603","23967","40 TFSI S tronic"," "
"255611","23977","40 TFSI S tronic"," "
"279767","27927","40th Anniversary Edition"," "
"255653","24009","45 TDI quattro tiptronic"," "
"261995","24013","45 TDI quattro tiptronic"," "
"255687","24041","45 TDI quattro tiptronic"," "
"262039","24063","45 TDI quattro tiptronic"," "
"266277","25485","45 TDI quattro tiptronic"," "
"255688","28048","45 TDI quattro tiptronic (5 seat)"," "
"255688","28049","45 TDI quattro tiptronic (7 seat)"," "
"255616","23986","45 TDI tiptronic"," "
"271895","27842","45 TFSI quattro"," "
"264625","27954","45 TFSI quattro"," "
"271891","27635","45 TFSI quattro Luxury Edition"," "
"271891","27636","45 TFSI quattro Premium Edition"," "
"264565","23905","45 TFSI quattro S tronic"," "
"264570","23917","45 TFSI quattro S tronic"," "
"255570","23935","45 TFSI quattro S tronic"," "
"264601","23970","45 TFSI quattro S tronic"," "
"264611","23980","45 TFSI quattro S tronic"," "
"255651","24001","45 TFSI quattro S tronic"," "
"266276","25481","45 TFSI quattro S tronic"," "
"264619","28047","45 TFSI quattro S tronic"," "
"264611","23985","45 TFSI quattro S tronic Edition One"," "
"262038","24045","45 TFSI quattro tiptronic"," "
"255569","23934","45 TFSI S tronic"," "
"264599","23960","45 TFSI S tronic"," "
"255689","27911","50 TDI quattro tiptronic"," "
"69053","25010","55 AMG"," "
"268289","26650","55 quattro"," "
"255652","24004","55 TFSI quattro S tronic"," "
"261997","24017","55 TFSI quattro tiptronic"," "
"28703","24054","55 TFSI quattro tiptronic"," "
"270438","27570","55 TFSI quattro tiptronic"," "
"255690","27632","55 TFSI quattro tiptronic"," "
"255620","23990","55 TFSI S tronic"," "
"261998","24019","60 TFSI quattro tiptronic"," "
"16302","1525","60 years","2015"
"235866","21532","60th Anniversary"," "
"253032","25151","60th Anniversary"," "
"263624","26827","70-th Anniversary"," "
"263625","26828","70-th Anniversary"," "
"268674","26826","70th Anniversary"," "
"269888","27025","70th Anniversary"," "
"200255","19081","75th Anniversary","2016"
"255910","25235","118i М Sport"," "
"255910","25231","118i Advantage"," "
"255910","25232","118i Base"," "
"255910","25233","118i Sport Line"," "
"255910","25234","118i Urban Line"," "
"255927","25238","120d M Sport"," "
"255928","25239","120d xDrive M Sport"," "
"44299","25904","150"," "
"44308","25911","180 CDI"," "
"44309","25912","200 CDI"," "
"270681","27333","200 d"," "
"270686","27343","200 d 4MATIC"," "
"270686","27334","200 d 4MATIC ACTIVITY"," "
"270686","27338","200 d 4MATIC HORIZON"," "
"270681","27328","200 d ACTIVITY"," "
"241742","23242","200 d AT Avantgarde L1","2019"
"241742","23243","200 d AT Avantgarde L2","2019"
"241742","23244","200 d AT Avantgarde L3","2019"
"241742","23245","200 d AT L1","2019"
"241743","23248","200 d AT L1","2019"
"241742","23246","200 d AT L2","2019"
"241743","23249","200 d AT L2","2019"
"241742","23247","200 d AT L3","2019"
"241743","23250","200 d AT L3","2019"
"270681","27331","200 d HORIZON"," "
"255973","25497","218i"," "
"255973","25501","218i M Sport"," "
"255973","26680","218i M Sport Edition 21"," "
"255973","25498","218i M Sport Pro"," "
"255973","25502","218i Online Edition"," "
"270683","27329","220 d"," "
"270687","27335","220 d 4MATIC"," "
"270687","27339","220 d 4MATIC ACTIVITY"," "
"270687","27345","220 d 4MATIC HORIZON"," "
"270683","27330","220 d ACTIVITY"," "
"241743","23251","220 d AT Avantgarde L1","2019"
"241743","23252","220 d AT Avantgarde L2","2019"
"241743","23253","220 d AT Avantgarde L3","2019"
"241743","23254","220 d AT Exclusive L2","2019"
"241744","23255","220 d AT Exclusive L2","2019"
"270683","27337","220 d HORIZON"," "
"268301","26675","220d"," "
"268301","26677","220d M Sport Pro"," "
"268301","26676","220d M Sport Pure"," "
"268917","27955","220i"," "
"241741","23238","250 AT Avantgarde L3","2019"
"241741","23239","250 AT Exclusive L2","2019"
"241741","23240","250 AT L2","2019"
"241741","23241","250 AT L3","2019"
"270685","27336","250 d"," "
"270688","27342","250 d 4MATIC"," "
"270688","27340","250 d 4MATIC ACTIVITY"," "
"270688","27347","250 d 4MATIC HORIZON"," "
"270685","27332","250 d ACTIVITY"," "
"241744","23256","250 d AT Avantgarde L1","2019"
"241744","23257","250 d AT Avantgarde L2","2019"
"241744","23258","250 d AT Avantgarde L3","2019"
"241744","23259","250 d AT L1","2019"
"241744","23260","250 d AT L2","2019"
"241744","23261","250 d AT L3","2019"
"270685","27346","250 d HORIZON"," "
"271949","27703","250 L1H1"," "
"271949","27704","270 L1H1"," "
"61594","8406","282-23"," "
"61594","8407","284-30"," "
"270689","27350","300 d"," "
"270690","27351","300 d 4MATIC"," "
"271643","27583","300 d 4MATIC"," "
"270690","27344","300 d 4MATIC ACTIVITY"," "
"270690","27349","300 d 4MATIC HORIZON"," "
"260483","24863","300 d 4MATIC Premium"," "
"260483","24864","300 d 4MATIC Sport"," "
"260483","24865","300 d 4MATIC Sport Plus"," "
"270689","27341","300 d ACTIVITY"," "
"270689","27348","300 d HORIZON"," "
"182951","22357","300 SPORT"," "
"250579","23879","300 SPORT"," "
"170998","25271","300C"," "
"256105","24130","316i SE"," "
"271230","27638","318d"," "
"271245","27666","318d"," "
"271230","27639","318d M Sport"," "
"271245","27667","318d M Sport"," "
"256014","24088","318i"," "
"271251","27571","318i"," "
"271236","27649","318i"," "
"256014","24089","318i Luxury Line"," "
"256014","24090","318i M Sport"," "
"271251","27572","318i M Sport"," "
"271236","27650","318i M Sport"," "
"256014","24091","318i Sport Line"," "
"54638","24818","320 CDI"," "
"271231","27640","320d"," "
"271246","27668","320d"," "
"256028","24107","320d Luxury Line"," "
"256028","24108","320d M Sport"," "
"271231","27641","320d M Sport"," "
"271246","27669","320d M Sport"," "
"256028","24109","320d M Sport (Локальная сборка)"," "
"256028","24110","320d Sport Line"," "
"256071","24116","320d xDrive"," "
"256087","24125","320d xDrive"," "
"271232","27642","320d xDrive"," "
"271247","27670","320d xDrive"," "
"256029","24111","320d xDrive Luxury Line"," "
"256108","24137","320d xDrive Luxury Line"," "
"256029","24112","320d xDrive Luxury Line (Локальная сборка)"," "
"256029","24113","320d xDrive M Sport"," "
"256071","24117","320d xDrive M Sport"," "
"271232","27643","320d xDrive M Sport"," "
"271247","27671","320d xDrive M Sport"," "
"256029","24114","320d xDrive Sport Line"," "
"256071","24118","320d xDrive Sport Line"," "
"256108","24138","320d xDrive Sport Line"," "
"256029","24115","320d xDrive Sport Line (Локальная сборка)"," "
"271241","27658","320e"," "
"271257","27686","320e"," "
"271241","27659","320e M Sport"," "
"271257","27687","320e M Sport"," "
"271242","27660","320e xDrive"," "
"271242","27661","320e xDrive M Sport"," "
"256016","24092","320i"," "
"256080","24119","320i"," "
"256087","24126","320i"," "
"271237","27651","320i"," "
"271252","27677","320i"," "
"256016","24093","320i Luxury Line"," "
"256016","24094","320i M Sport"," "
"271237","27652","320i M Sport"," "
"271252","27678","320i M Sport"," "
"256017","24095","320i SE"," "
"256106","24131","320i SE"," "
"256016","24096","320i Sport Line"," "
"256018","24097","320i xDrive"," "
"256080","24120","320i xDrive"," "
"256087","24127","320i xDrive"," "
"256107","24132","320i xDrive"," "
"256131","24139","320i xDrive"," "
"271253","27679","320i xDrive"," "
"256018","24098","320i xDrive Luxury Line"," "
"256018","24099","320i xDrive M Sport"," "
"256080","24121","320i xDrive M Sport"," "
"256108","24133","320i xDrive M Sport"," "
"271253","27680","320i xDrive M Sport"," "
"256019","24100","320i xDrive M Sport (Локальная сборка)"," "
"256019","24101","320i xDrive SE"," "
"256018","24102","320i xDrive Sport Line"," "
"256080","24122","320i xDrive Sport Line"," "
"256109","24134","328i"," "
"256101","24128","328i xDrive"," "
"256111","24135","328i xDrive"," "
"256133","24140","328i xDrive"," "
"271947","27705","330 L1H1"," "
"271947","27702","330 L2H1"," "
"271233","27644","330d"," "
"271248","27672","330d"," "
"271233","27645","330d M Sport"," "
"271248","27673","330d M Sport"," "
"271234","27646","330d xDrive"," "
"271249","27674","330d xDrive"," "
"271234","27647","330d xDrive M Sport"," "
"271249","27675","330d xDrive M Sport"," "
"271243","27662","330e"," "
"271258","27688","330e"," "
"271243","27663","330e M Sport"," "
"271258","27689","330e M Sport"," "
"271244","27664","330e xDrive"," "
"271259","27690","330e xDrive"," "
"271244","27665","330e xDrive M Sport"," "
"271259","27691","330e xDrive M Sport"," "
"271238","27653","330i"," "
"271254","27681","330i"," "
"271238","27654","330i M Sport"," "
"271254","27682","330i M Sport"," "
"256081","24123","330i xDrive"," "
"271239","27655","330i xDrive"," "
"271255","27683","330i xDrive"," "
"256020","24103","330i xDrive Luxury Line"," "
"256020","24104","330i xDrive M Sport"," "
"271239","27656","330i xDrive M Sport"," "
"271255","27684","330i xDrive M Sport"," "
"256102","24129","335i xDrive"," "
"256113","24136","335i xDrive"," "
"256082","24124","340i xDrive"," "
"256021","24105","340i xDrive Luxury Line"," "
"256021","24106","340i xDrive M Sport"," "
"62276","24670","350"," "
"260485","27811","350 de 4MATIC"," "
"260486","24870","350 de 4MATIC Sport"," "
"251426","25427","360"," "
"58705","7688","360 (D---G)","2012"
"58704","7700","360 (D---G)","2012"
"58706","7708","360 (D---G)","2012"
"70778","7722","360 (D---G)","2012"
"171627","7667","360 (M-H-P)","2012"
"171627","7668","360 (M-H-P)","2013"
"70774","7682","360 (M-H-P)","2012"
"58705","7684","360 (M-H-P)","2013"
"58704","7693","360 (M-H-P)","2013"
"58706","7704","360 (M-H-P)","2013"
"70778","7719","360 (M-H-P)","2013"
"70774","7678","360 (M-HCP)","2013"
"111035","10140","360 (N-H-Q)","2013"
"111035","10142","360 (N-H-Q)","2012"
"111031","10151","360 (N-H-Q)","2012"
"111031","10155","360 (N-H-Q)","2013"
"111034","10165","360 (N-H-Q)","2013"
"111034","10169","360 (N-H-Q)","2012"
"260484","24869","400 d 4MATIC Black Line"," "
"260484","24868","400 d 4MATIC First Class"," "
"260484","24867","400 d 4MATIC Luxury"," "
"260484","24866","400 d 4MATIC Sport"," "
"259134","24359","400 SPORT"," "
"220204","18879","400 Sport"," "
"220205","18880","400 Sport"," "
"256168","25512","420d"," "
"256169","26692","420d M Sport Edition 21"," "
"256168","26910","420d M Sport Edition 21"," "
"256168","25516","420d M Sport Pro"," "
"256168","25514","420d M Sport Pure"," "
"256169","25513","420d xDrive"," "
"268305","26681","420d xDrive"," "
"256169","26693","420d xDrive M Sport Edition 21"," "
"256169","25517","420d xDrive M Sport Pro"," "
"268305","26683","420d xDrive M Sport Pro"," "
"256169","25518","420d xDrive M Sport Pro Shadow Edition"," "
"256169","25515","420d xDrive M Sport Pure"," "
"268305","26682","420d xDrive M Sport Pure"," "
"263655","25503","420i"," "
"256164","25508","420i"," "
"256164","26688","420i M Sport Edition 21"," "
"263655","25505","420i M Sport Pro"," "
"263655","26684","420i M Sport Pro Edition 21"," "
"263655","25504","420i M Sport Pure"," "
"256164","25509","420i M Sport Pure"," "
"268309","26686","420i xDrive"," "
"268309","26689","420i xDrive M Sport Edition 21"," "
"268310","26687","430i xDrive"," "
"270909","27391","430i xDrive"," "
"270450","27397","430i xDrive"," "
"268310","26690","430i xDrive M Sport Edition 21"," "
"270909","27393","430i xDrive M Sport Pro Edition 21"," "
"270450","27398","430i xDrive M Sport Pro Edition 21"," "
"270909","27392","430i xDrive M Sport Pure"," "
"262528","24819","450"," "
"260487","24871","450 4MATIC Sport Plus"," "
"62281","24671","500"," "
"262529","24820","500"," "
"266857","26809","500"," "
"256184","25527","520d"," "
"256184","25529","520d Executive"," "
"256185","25528","520d xDrive"," "
"256170","28051","520d xDrive"," "
"256185","25530","520d xDrive Business"," "
"256185","25531","520d xDrive M Sport Pure"," "
"256176","25519","520i"," "
"256176","25520","520i Business"," "
"256186","25532","530d xDrive"," "
"256186","25535","530d xDrive M Sport Edition"," "
"256186","25533","530d xDrive M Sport Plus"," "
"256186","26696","530d xDrive M Sport Plus Edition 21"," "
"256186","25534","530d xDrive M Sport Pro"," "
"256186","26697","530d xDrive M Sport Pro Edition 21"," "
"256177","25521","530i xDrive"," "
"256177","25522","530i xDrive M Sport Plus"," "
"256178","25523","540i xDrive"," "
"256178","25524","540i xDrive M Sport Pro"," "
"256178","26694","540i xDrive M Sport Pro Edition 21"," "
"44614","26002","600"," "
"256195","25541","620d xDrive Luxury"," "
"256195","25542","620d xDrive M Sport Plus"," "
"256195","26724","620d xDrive M Sport Plus Edition 21"," "
"256196","25543","630d xDrive Luxury"," "
"256196","25546","630d xDrive Luxury Plus"," "
"256196","26727","630d xDrive Luxury Plus Edition 21"," "
"256196","25544","630d xDrive M Sport Plus"," "
"256196","26725","630d xDrive M Sport Plus Edition 21"," "
"256196","25545","630d xDrive M Sport Pro"," "
"256196","26726","630d xDrive M Sport Pro Edition 21"," "
"256190","25536","630i Luxury"," "
"256190","25537","630i M Sport Plus"," "
"256190","26721","630i M Sport Plus Edition 21"," "
"256191","25538","640i xDrive Luxury"," "
"256191","25540","640i xDrive Luxury Plus"," "
"256191","26723","640i xDrive Luxury Plus Edition 21"," "
"256191","25539","640i xDrive M Sport Pro"," "
"256191","26722","640i xDrive M Sport Pro Edition 21"," "
"271900","27913","740d xDrive"," "
"270456","27406","840d xDrive"," "
"270459","27415","840d xDrive"," "
"270456","27408","840d xDrive BMW M 50 Years Special Edition"," "
"270459","27417","840d xDrive BMW M 50 Years Special Edition"," "
"270456","27407","840d xDrive M Sport by Individual"," "
"270459","27416","840d xDrive M Sport by Individual"," "
"270454","27400","840i xDrive"," "
"270457","27409","840i xDrive"," "
"270460","27418","840i xDrive"," "
"270454","27402","840i xDrive BMW M 50 Years Special Edition"," "
"270457","27411","840i xDrive BMW M 50 Years Special Edition"," "
"270460","27420","840i xDrive BMW M 50 Years Special Edition"," "
"270454","27401","840i xDrive M Sport by Individual"," "
"270457","27410","840i xDrive M Sport by Individual"," "
"270460","27419","840i xDrive M Sport by Individual"," "
"217694","15434","2217-240"," "
"217694","15435","2217-288"," "
"217690","15425","2217-344"," "
"217690","15426","2217-388"," "
"217694","21661","2217-750"," "
"217704","15479","2752-263"," "
"217704","15477","2752-264"," "
"217704","15481","2752-267"," "
"217704","15478","2752-269"," "
"217704","15480","2752-298"," "
"217703","15474","2752-362"," "
"217703","15475","2752-369"," "
"217703","15476","2752-398"," "
"238866","21852","2752-757"," "
"217704","21666","2752-777"," "
"194744","11212","11173-30-040 Norma"," "
"194744","11211","11173-31-040 Standard"," "
"185128","11183","11173-40-040 Norma"," "
"185128","11182","11173-40-044 Norma"," "
"185128","11181","11173-40-050 Norma"," "
"194743","11203","11173-40-060 Norma"," "
"194743","11205","11173-40-070 Norma"," "
"194743","11206","11173-40-074 Norma"," "
"185128","11188","11173-41-040 Standard"," "
"194743","11204","11173-41-070 Standard"," "
"185129","11179","11174-30-036 Norma"," "
"185129","11180","11174-30-046 Norma"," "
"185129","11178","11174-33-036 Luxe"," "
"185129","11177","11174-33-046 Luxe"," "
"194742","11200","11174-40-034 Norma"," "
"194742","11202","11174-40-036 Norma"," "
"194742","11197","11174-40-045 Norma"," "
"194742","11201","11174-40-046 Norma"," "
"194742","11199","11174-43-036 Luxe"," "
"194746","11227","11176-32-036 Luxe"," "
"194746","11223","11176-33-036 Luxe"," "
"194746","11222","11176-33-038 Luxe"," "
"194746","11221","11176-33-046 Luxe"," "
"194746","11224","11176-38-038 Luxe"," "
"185130","11194","11176-42-036 Luxe"," "
"194746","11225","11176-42-036 Luxe"," "
"185130","11189","11176-42-038 Luxe"," "
"194745","11213","11176-42-066 Luxe"," "
"185130","11195","11176-45-038 Luxe"," "
"194746","11226","11176-45-038 Luxe"," "
"194745","11214","11176-45-068 Luxe"," "
"185130","11190","11176-48-036 Luxe"," "
"185130","11192","11176-48-038 Luxe"," "
"194745","11215","11176-48-066 Luxe"," "
"194745","11216","11176-48-068 Luxe"," "
"185132","11232","11183-30-046 Norma"," "
"185132","11231","11183-31-040 Norma"," "
"185131","11230","11184-30-046 Norma"," "
"185131","11228","11184-33-016 Luxe"," "
"185131","11229","11184-33-046 Luxe"," "
"194747","11234","11186-33-036 Luxe"," "
"194747","11233","11186-33-046 Luxe"," "
"192292","7473","11193-30-040 Norma"," "
"192292","7471","11193-30-046 Norma"," "
"192292","7472","11193-31-040 Standard"," "
"58689","7440","11193-40-040 Norma"," "
"58689","7441","11193-40-044 Norma"," "
"58689","7442","11193-40-050 Norma"," "
"58690","7456","11193-40-060 Norma"," "
"58690","7461","11193-40-070 Norma"," "
"58690","7462","11193-40-074 Norma"," "
"58689","7446","11193-41-040 Standard"," "
"58690","7463","11193-41-070 Standard"," "
"58688","7435","11194-30-036 Norma"," "
"58688","7437","11194-30-046 Norma"," "
"58688","7436","11194-33-016 Luxe"," "
"58688","7439","11194-33-036 Luxe"," "
"58688","7438","11194-33-046 Luxe"," "
"192291","7468","11194-40-034 Norma"," "
"192291","7469","11194-40-036 Norma"," "
"192291","7465","11194-40-045 Norma"," "
"192291","7470","11194-40-046 Norma"," "
"186463","11579","11194-42-096 Luxe"," "
"195081","11589","11194-42-096 Luxe"," "
"192291","7464","11194-43-036 Luxe"," "
"195081","11590","11194-43-096 Luxe"," "
"192294","7487","11196-32-036 Luxe"," "
"186464","11580","11196-32-494 Luxe"," "
"192294","7482","11196-33-046 Luxe"," "
"186464","11581","11196-34-474 Luxe"," "
"192294","7486","11196-35-038 Luxe"," "
"186464","11582","11196-35-494 Luxe"," "
"192294","7484","11196-36-038 Luxe"," "
"192294","7485","11196-37-038 Luxe"," "
"58691","7454","11196-42-036 Luxe"," "
"58691","7450","11196-42-038 Luxe"," "
"192293","7474","11196-42-066 Luxe"," "
"186462","11584","11196-42-494 Luxe"," "
"186462","11583","11196-43-494 Luxe"," "
"58691","7448","11196-45-038 Luxe"," "
"192293","7475","11196-45-068 Luxe"," "
"186462","11585","11196-45-494 Luxe"," "
"58691","7455","11196-47-038 Luxe"," "
"192293","7476","11196-47-068 Luxe"," "
"58691","7449","11196-48-036 Luxe"," "
"192293","7481","11196-48-066 Luxe"," "
"15185","767","21074-30-011/012/013"," "
