"id_car_modification","id_car_equipment","name","year"
"42186","8066","Базовая"," "
"62957","8109","Базовая","2015"
"62957","8110","Базовая","2016"
"192731","8112","Базовая"," "
"181568","8113","Базовая","2016"
"181568","8114","Базовая","2015"
"62961","8115","Базовая","2015"
"62961","8116","Базовая","2016"
"192732","8117","Базовая"," "
"62963","8118","Базовая"," "
"62629","8293","Базовая"," "
"192743","8294","Базовая"," "
"67799","8295","Базовая"," "
"62632","8296","Базовая"," "
"63232","8297","Базовая"," "
"192744","8298","Базовая"," "
"62634","8299","Базовая"," "
"67800","8300","Базовая"," "
"62511","8301","Базовая"," "
"192807","8373","Базовая"," "
"192808","8374","Базовая"," "
"192809","8375","Базовая"," "
"192810","8376","Базовая"," "
"192811","8377","Базовая"," "
"192812","8378","Базовая"," "
"192813","8379","Базовая"," "
"192814","8380","Базовая"," "
"192815","8381","Базовая"," "
"192816","8382","Базовая"," "
"192817","8383","Базовая"," "
"192818","8384","Базовая"," "
"192819","8385","Базовая"," "
"192820","8386","Базовая"," "
"192821","8387","Базовая"," "
"63246","8575","Базовая"," "
"193057","8786","Базовая"," "
"193058","8787","Базовая"," "
"193219","8862","Базовая"," "
"193220","8863","Базовая"," "
"193221","8864","Базовая"," "
"193222","8865","Базовая"," "
"64693","8866","Базовая"," "
"193223","8867","Базовая"," "
"193436","9043","Базовая"," "
"67393","9471","Базовая","2014"
"67394","9472","Базовая"," "
"67395","9474","Базовая"," "
"67396","9476","Базовая"," "
"67397","9477","Базовая"," "
"182368","9478","Базовая"," "
"182369","9479","Базовая"," "
"182379","9481","Базовая"," "
"182380","9482","Базовая"," "
"67466","9483","Базовая"," "
"193523","9484","Базовая"," "
"67468","9485","Базовая"," "
"67469","9486","Базовая"," "
"67471","9487","Базовая"," "
"67470","9488","Базовая"," "
"67878","9491","Базовая"," "
"71104","9497","Базовая"," "
"67952","9517","Базовая"," "
"69281","9712","Базовая"," "
"69280","9713","Базовая"," "
"69283","9714","Базовая"," "
"69282","9715","Базовая"," "
"69285","9716","Базовая"," "
"69284","9717","Базовая"," "
"69364","9718","Базовая"," "
"69373","9719","Базовая"," "
"69374","9720","Базовая"," "
"69375","9721","Базовая"," "
"69383","9722","Базовая","2012"
"69383","9723","Базовая"," "
"69790","9728","Базовая"," "
"62517","9743","Базовая"," "
"62513","9748","Базовая"," "
"62503","9749","Базовая"," "
"62504","9750","Базовая"," "
"62506","9751","Базовая"," "
"62508","9752","Базовая"," "
"62474","9759","Базовая"," "
"63839","9783","Базовая"," "
"63842","9784","Базовая"," "
"63838","9785","Базовая"," "
"63847","9786","Базовая"," "
"63840","9787","Базовая"," "
"63841","9788","Базовая"," "
"110695","9892","Базовая","2014"
"109832","10177","Базовая"," "
"109833","10179","Базовая"," "
"193811","10198","Базовая","2016"
"194246","10698","Базовая"," "
"194247","10699","Базовая"," "
"175498","10752","Базовая"," "
"175500","10753","Базовая"," "
"175499","10754","Базовая"," "
"183518","10789","Базовая"," "
"183519","10790","Базовая"," "
"183524","10791","Базовая"," "
"183540","10792","Базовая"," "
"194434","10793","Базовая"," "
"194435","10794","Базовая"," "
"194436","10795","Базовая"," "
"194437","10796","Базовая"," "
"194438","10797","Базовая"," "
"194439","10798","Базовая"," "
"194441","10799","Базовая"," "
"194452","10800","Базовая"," "
"194455","10801","Базовая"," "
"194456","10802","Базовая"," "
"194457","10803","Базовая"," "
"194459","10804","Базовая"," "
"194462","10805","Базовая"," "
"194463","10806","Базовая"," "
"183552","10807","Базовая"," "
"183554","10808","Базовая"," "
"183551","10809","Базовая"," "
"183553","10810","Базовая"," "
"183666","10870","Базовая"," "
"183668","10871","Базовая"," "
"184235","11004","Базовая"," "
"184237","11005","Базовая"," "
"184239","11006","Базовая"," "
"184831","11152","Базовая"," "
"194815","11282","Базовая"," "
"194816","11285","Базовая"," "
"194817","11288","Базовая"," "
"194818","11291","Базовая"," "
"194819","11294","Базовая"," "
"194820","11297","Базовая"," "
"194821","11300","Базовая"," "
"194822","11303","Базовая"," "
"194823","11306","Базовая"," "
"194824","11309","Базовая"," "
"194825","11312","Базовая"," "
"194826","11315","Базовая"," "
"194827","11318","Базовая"," "
"194828","11321","Базовая"," "
"194829","11324","Базовая"," "
"185544","11342","Базовая"," "
"185556","11343","Базовая"," "
"185565","11344","Базовая"," "
"185566","11345","Базовая"," "
"185643","11358","Базовая"," "
"185889","11404","Базовая"," "
"185891","11405","Базовая"," "
"185888","11406","Базовая"," "
"185890","11407","Базовая"," "
"186498","11681","Базовая"," "
"195116","11683","Базовая","2016"
"186817","11687","Базовая","2014"
"186818","11688","Базовая","2014"
"195156","11749","Базовая"," "
"186879","11750","Базовая"," "
"195159","11751","Базовая"," "
"186881","11752","Базовая"," "
"195160","11753","Базовая"," "
"186882","11754","Базовая"," "
"195161","11755","Базовая"," "
"195162","11756","Базовая"," "
"195163","11757","Базовая"," "
"186883","11758","Базовая"," "
"195164","11759","Базовая"," "
"195165","11760","Базовая"," "
"195169","11761","Базовая"," "
"195170","11762","Базовая"," "
"195171","11763","Базовая"," "
"195172","11764","Базовая"," "
"187222","11822","Базовая"," "
"187223","11823","Базовая"," "
"187234","11824","Базовая"," "
"187236","11825","Базовая"," "
"187237","11826","Базовая"," "
"187247","11827","Базовая"," "
"187243","11828","Базовая","2016"
"187246","11829","Базовая"," "
"187242","11830","Базовая","2016"
"187251","11831","Базовая","2016"
"187251","11832","Базовая"," "
"187250","11833","Базовая","2016"
"187250","11834","Базовая"," "
"187254","11835","Базовая"," "
"187255","11836","Базовая"," "
"187257","11837","Базовая"," "
"187256","11838","Базовая"," "
"187260","11839","Базовая"," "
"187297","11840","Базовая"," "
"187299","11841","Базовая","2016"
"187298","11842","Базовая"," "
"187300","11843","Базовая","2016"
"187305","11844","Базовая","2016"
"187305","11845","Базовая"," "
"187304","11846","Базовая","2016"
"187304","11847","Базовая"," "
"187315","11848","Базовая"," "
"187314","11849","Базовая"," "
"187316","11850","Базовая"," "
"195251","11893","Базовая"," "
"195252","11894","Базовая"," "
"195253","11895","Базовая"," "
"195254","11896","Базовая"," "
"195255","11897","Базовая"," "
"195256","11898","Базовая"," "
"195257","11899","Базовая"," "
"195258","11900","Базовая"," "
"195259","11901","Базовая"," "
"195260","11902","Базовая"," "
"195261","11903","Базовая"," "
"195262","11904","Базовая"," "
"195263","11905","Базовая"," "
"195264","11906","Базовая"," "
"195265","11907","Базовая"," "
"195281","11923","Базовая"," "
"195282","11924","Базовая"," "
"195283","11925","Базовая"," "
"195284","11926","Базовая"," "
"195285","11927","Базовая"," "
"195286","11928","Базовая"," "
"195287","11929","Базовая"," "
"195288","11930","Базовая"," "
"195289","11931","Базовая"," "
"187765","11932","Базовая"," "
"187769","11933","Базовая"," "
"195480","11940","Базовая"," "
"195481","11941","Базовая"," "
"195501","11953","Базовая"," "
"195502","11954","Базовая"," "
"195504","11955","Базовая"," "
"195506","11956","Базовая"," "
"195508","11957","Базовая"," "
"195524","11960","Базовая"," "
"195525","11961","Базовая"," "
"195526","11962","Базовая"," "
"195527","11963","Базовая"," "
"195528","11964","Базовая"," "
"195529","11965","Базовая"," "
"195567","11966","Базовая"," "
"200369","12346","Базовая","2012"
"200772","12431","Базовая"," "
"200773","12433","Базовая"," "
"200774","12434","Базовая","2016"
"200774","12435","Базовая"," "
"200776","12437","Базовая","2016"
"200776","12438","Базовая"," "
"201634","12465","Базовая","2013"
"201635","12466","Базовая","2014"
"201635","12467","Базовая","2013"
"202654","12507","Базовая"," "
"202655","12508","Базовая"," "
"202656","12509","Базовая"," "
"202699","12510","Базовая"," "
"202700","12511","Базовая"," "
"202720","12512","Базовая"," "
"202721","12513","Базовая"," "
"203032","12546","Базовая"," "
"203067","12555","Базовая","2015"
"203067","12556","Базовая","2014"
"22878","12557","Базовая","2015"
"22878","12558","Базовая","2014"
"203094","12580","Базовая","2015"
"203094","12581","Базовая","2014"
"203094","12582","Базовая","2013"
"204109","12789","Базовая"," "
"204110","12790","Базовая"," "
"204114","12794","Базовая"," "
"204115","12795","Базовая"," "
"206739","13115","Базовая"," "
"206740","13116","Базовая"," "
"206741","13117","Базовая"," "
"206742","13118","Базовая"," "
"206743","13119","Базовая"," "
"206744","13120","Базовая"," "
"206745","13121","Базовая"," "
"206746","13122","Базовая"," "
"206747","13123","Базовая"," "
"206748","13124","Базовая"," "
"206749","13125","Базовая"," "
"206750","13126","Базовая"," "
"206751","13127","Базовая"," "
"206752","13128","Базовая"," "
"206753","13129","Базовая"," "
"206754","13130","Базовая"," "
"206755","13131","Базовая"," "
"206756","13132","Базовая"," "
"206757","13133","Базовая"," "
"206758","13134","Базовая"," "
"206759","13135","Базовая"," "
"206760","13136","Базовая"," "
"206761","13137","Базовая"," "
"206762","13138","Базовая"," "
"206763","13139","Базовая"," "
"206764","13140","Базовая"," "
"206765","13141","Базовая"," "
"206766","13142","Базовая"," "
"206767","13143","Базовая"," "
"206768","13144","Базовая"," "
"206769","13145","Базовая"," "
"206770","13146","Базовая"," "
"206771","13147","Базовая"," "
"206772","13148","Базовая"," "
"206773","13149","Базовая"," "
"206774","13150","Базовая"," "
"206775","13151","Базовая"," "
"206776","13152","Базовая"," "
"206777","13153","Базовая"," "
"206778","13154","Базовая"," "
"206779","13155","Базовая"," "
"206780","13156","Базовая"," "
"206781","13157","Базовая"," "
"206782","13158","Базовая"," "
"206783","13159","Базовая"," "
"206784","13160","Базовая"," "
"206785","13161","Базовая"," "
"206786","13162","Базовая"," "
"206787","13163","Базовая"," "
"206788","13164","Базовая"," "
"206789","13165","Базовая"," "
"206790","13166","Базовая"," "
"206791","13167","Базовая"," "
"206792","13168","Базовая"," "
"206793","13169","Базовая"," "
"206794","13170","Базовая"," "
"206795","13171","Базовая"," "
"206796","13172","Базовая"," "
"206797","13173","Базовая"," "
"206798","13174","Базовая"," "
"206799","13175","Базовая"," "
"206800","13176","Базовая"," "
"206801","13177","Базовая"," "
"206802","13178","Базовая"," "
"206803","13179","Базовая"," "
"207203","13304","Базовая"," "
"207204","13305","Базовая"," "
"207205","13306","Базовая"," "
"207206","13307","Базовая"," "
"207207","13308","Базовая"," "
"207212","13313","Базовая"," "
"207213","13314","Базовая"," "
"207214","13315","Базовая"," "
"207215","13316","Базовая"," "
"207216","13317","Базовая"," "
"207218","13319","Базовая"," "
"207219","13320","Базовая"," "
"207220","13321","Базовая"," "
"207221","13322","Базовая"," "
"207223","13323","Базовая"," "
"207224","13324","Базовая"," "
"207225","13325","Базовая"," "
"207226","13326","Базовая"," "
"207227","13327","Базовая"," "
"207228","13328","Базовая"," "
"207229","13329","Базовая"," "
"207230","13330","Базовая"," "
"208504","13334","Базовая"," "
"208505","13335","Базовая"," "
"208506","13336","Базовая"," "
"208507","13337","Базовая"," "
"208509","13338","Базовая"," "
"208510","13339","Базовая"," "
"208511","13340","Базовая"," "
"208512","13341","Базовая"," "
"208513","13342","Базовая"," "
"208514","13343","Базовая"," "
"208515","13344","Базовая"," "
"208516","13345","Базовая"," "
"208529","13346","Базовая"," "
"208530","13351","Базовая"," "
"208531","13359","Базовая"," "
"208532","13366","Базовая","2016"
"208532","13367","Базовая"," "
"208533","13368","Базовая"," "
"208534","13371","Базовая"," "
"208535","13372","Базовая"," "
"208538","13373","Базовая"," "
"208541","13376","Базовая"," "
"208545","13379","Базовая"," "
"208546","13384","Базовая"," "
"208552","13385","Базовая"," "
"208553","13386","Базовая"," "
"208554","13387","Базовая"," "
"208555","13388","Базовая"," "
"208556","13391","Базовая"," "
"208558","13393","Базовая"," "
"208559","13394","Базовая"," "
"208564","13398","Базовая"," "
"208567","13401","Базовая"," "
"208568","13404","Базовая"," "
"208574","13406","Базовая"," "
"208575","13407","Базовая"," "
"208576","13408","Базовая"," "
"208577","13409","Базовая"," "
"208581","13410","Базовая"," "
"208582","13411","Базовая"," "
"208583","13412","Базовая"," "
"208585","13413","Базовая"," "
"208586","13414","Базовая"," "
"208587","13415","Базовая"," "
"208588","13416","Базовая"," "
"208592","13417","Базовая"," "
"208596","13418","Базовая"," "
"208597","13419","Базовая"," "
"208598","13420","Базовая"," "
"208602","13421","Базовая"," "
"208603","13422","Базовая"," "
"208604","13423","Базовая"," "
"208607","13424","Базовая"," "
"208608","13425","Базовая"," "
"208609","13426","Базовая"," "
"208612","13427","Базовая"," "
"208613","13428","Базовая"," "
"208616","13429","Базовая"," "
"208619","13430","Базовая"," "
"208621","13431","Базовая"," "
"208624","13432","Базовая"," "
"208632","13433","Базовая"," "
"208634","13434","Базовая"," "
"208625","13435","Базовая"," "
"208628","13436","Базовая"," "
"208643","13437","Базовая"," "
"208642","13438","Базовая"," "
"208645","13439","Базовая"," "
"208646","13440","Базовая"," "
"208663","13441","Базовая"," "
"208666","13442","Базовая"," "
"208668","13443","Базовая"," "
"208670","13444","Базовая"," "
"208671","13445","Базовая"," "
"208672","13446","Базовая"," "
"208673","13447","Базовая"," "
"208674","13448","Базовая"," "
"208690","13449","Базовая"," "
"208689","13450","Базовая"," "
"208696","13451","Базовая"," "
"208706","13452","Базовая"," "
"208709","13453","Базовая"," "
"208712","13454","Базовая"," "
"208785","13455","Базовая"," "
"208786","13458","Базовая"," "
"208788","13461","Базовая","2016"
"208788","13466","Базовая"," "
"208789","13469","Базовая"," "
"208791","13472","Базовая"," "
"208792","13473","Базовая"," "
"208793","13474","Базовая"," "
"208816","13476","Базовая"," "
"208817","13481","Базовая"," "
"208821","13486","Базовая"," "
"208822","13490","Базовая"," "
"208823","13493","Базовая"," "
"208824","13495","Базовая"," "
"208826","13499","Базовая"," "
"208827","13503","Базовая"," "
"208828","13508","Базовая"," "
"208829","13514","Базовая"," "
"208841","13519","Базовая"," "
"208843","13522","Базовая"," "
"208845","13526","Базовая"," "
"208846","13532","Базовая"," "
"208847","13538","Базовая"," "
"208848","13541","Базовая"," "
"208855","13547","Базовая"," "
"208857","13550","Базовая"," "
"208858","13558","Базовая"," "
"208859","13561","Базовая"," "
"208860","13566","Базовая"," "
"208863","13571","Базовая"," "
"208863","13572","Базовая","2013"
"208865","13573","Базовая"," "
"208869","13577","Базовая"," "
"208871","13583","Базовая"," "
"208874","13585","Базовая"," "
"208878","13591","Базовая"," "
"208881","13596","Базовая"," "
"208882","13597","Базовая"," "
"208887","13613","Базовая"," "
"208890","13620","Базовая"," "
"208898","13625","Базовая"," "
"208901","13626","Базовая"," "
"208909","13627","Базовая"," "
"208906","13628","Базовая"," "
"208919","13629","Базовая"," "
"208920","13631","Базовая"," "
"208938","13632","Базовая"," "
"208945","13634","Базовая"," "
"208959","13635","Базовая"," "
"208960","13636","Базовая"," "
"208961","13638","Базовая"," "
"208962","13639","Базовая"," "
"208966","13641","Базовая"," "
"208968","13642","Базовая"," "
"208975","13643","Базовая"," "
"208967","13644","Базовая"," "
"208980","13647","Базовая"," "
"208981","13649","Базовая"," "
"208982","13651","Базовая"," "
"209003","13652","Базовая"," "
"209001","13653","Базовая"," "
"209005","13654","Базовая"," "
"209020","13655","Базовая"," "
"209025","13656","Базовая"," "
"209026","13657","Базовая"," "
"209027","13658","Базовая"," "
"209034","13659","Базовая"," "
"209041","13660","Базовая"," "
"209043","13662","Базовая"," "
"209044","13663","Базовая"," "
"209047","13665","Базовая"," "
"209049","13667","Базовая"," "
"209051","13669","Базовая"," "
"209052","13672","Базовая"," "
"209054","13673","Базовая"," "
"209055","13675","Базовая"," "
"209066","13678","Базовая"," "
"209072","13679","Базовая"," "
"209890","13767","Базовая"," "
"209891","13768","Базовая"," "
"209892","13769","Базовая"," "
"209893","13770","Базовая"," "
"209894","13771","Базовая"," "
"209895","13772","Базовая"," "
"209896","13773","Базовая"," "
"209897","13774","Базовая"," "
"209898","13775","Базовая"," "
"209899","13776","Базовая"," "
"209900","13777","Базовая"," "
"209901","13778","Базовая"," "
"209902","13779","Базовая"," "
"209903","13780","Базовая"," "
"209904","13782","Базовая"," "
"209905","13784","Базовая"," "
"209906","13787","Базовая"," "
"209907","13788","Базовая"," "
"209908","13790","Базовая"," "
"209911","13792","Базовая"," "
"209912","13794","Базовая"," "
"209913","13795","Базовая"," "
"209915","13796","Базовая"," "
"209916","13797","Базовая"," "
"209917","13800","Базовая"," "
"209919","13802","Базовая"," "
"209920","13803","Базовая"," "
"209921","13804","Базовая"," "
"209922","13805","Базовая"," "
"209923","13808","Базовая"," "
"209924","13809","Базовая"," "
"209925","13810","Базовая"," "
"209926","13811","Базовая"," "
"209937","13812","Базовая"," "
"209941","13813","Базовая"," "
"209942","13814","Базовая"," "
"209944","13815","Базовая"," "
"209947","13816","Базовая"," "
"209948","13817","Базовая"," "
"209951","13818","Базовая"," "
"209955","13819","Базовая"," "
"209956","13820","Базовая"," "
"209958","13821","Базовая"," "
"209959","13822","Базовая"," "
"209961","13823","Базовая"," "
"209970","13824","Базовая"," "
"209976","13825","Базовая"," "
"210334","13826","Базовая"," "
"210335","13827","Базовая"," "
"210336","13828","Базовая"," "
"210337","13829","Базовая"," "
"210338","13830","Базовая"," "
"210339","13831","Базовая"," "
"210340","13832","Базовая"," "
"210341","13833","Базовая"," "
"210342","13834","Базовая"," "
"210343","13835","Базовая"," "
"210344","13836","Базовая"," "
"210345","13837","Базовая"," "
"210346","13838","Базовая"," "
"210347","13839","Базовая"," "
"210348","13840","Базовая"," "
"210349","13841","Базовая"," "
"210350","13842","Базовая"," "
"210351","13843","Базовая"," "
"210425","13844","Базовая"," "
"210426","13845","Базовая"," "
"210427","13846","Базовая"," "
"210428","13847","Базовая"," "
"210429","13848","Базовая"," "
"210431","13849","Базовая"," "
"210432","13850","Базовая"," "
"210435","13851","Базовая"," "
"210438","13852","Базовая"," "
"210440","13853","Базовая"," "
"210441","13854","Базовая"," "
"210443","13855","Базовая"," "
"210444","13856","Базовая"," "
"210446","13857","Базовая"," "
"210447","13858","Базовая"," "
"210448","13859","Базовая"," "
"210449","13860","Базовая"," "
"210450","13861","Базовая"," "
"210451","13862","Базовая"," "
"210452","13863","Базовая"," "
"210453","13864","Базовая"," "
"210455","13865","Базовая"," "
"210456","13866","Базовая"," "
"210457","13867","Базовая"," "
"210458","13868","Базовая"," "
"210459","13869","Базовая"," "
"210460","13870","Базовая"," "
"213028","14324","Базовая","2016"
"213030","14326","Базовая","2016"
"213032","14328","Базовая"," "
"213037","14329","Базовая"," "
"213170","14336","Базовая"," "
"213171","14337","Базовая","2016"
"213174","14340","Базовая"," "
"213177","14343","Базовая"," "
"213183","14344","Базовая"," "
"213355","14355","Базовая","2016"
"213356","14356","Базовая"," "
"213357","14357","Базовая","2016"
"213358","14358","Базовая"," "
"213359","14359","Базовая","2016"
"213363","14360","Базовая"," "
"213364","14361","Базовая"," "
"213368","14364","Базовая","2016"
"213369","14365","Базовая","2016"
"213370","14366","Базовая"," "
"213371","14367","Базовая","2016"
"213372","14368","Базовая","2016"
"219541","14369","Базовая"," "
"219542","14370","Базовая"," "
"219545","14371","Базовая"," "
"213379","14372","Базовая"," "
"219547","14374","Базовая"," "
"213385","14375","Базовая"," "
"219553","14379","Базовая"," "
"219554","14380","Базовая"," "
"219555","14381","Базовая"," "
"219556","14382","Базовая"," "
"219563","14384","Базовая"," "
"219565","14385","Базовая"," "
"213411","14386","Базовая"," "
"213412","14387","Базовая"," "
"213413","14388","Базовая"," "
"213414","14389","Базовая"," "
"213415","14390","Базовая"," "
"213434","14391","Базовая"," "
"213479","14401","Базовая","2016"
"213480","14406","Базовая"," "
"214023","14431","Базовая"," "
"214024","14432","Базовая"," "
"214141","14469","Базовая"," "
"214157","14471","Базовая"," "
"214177","14475","Базовая"," "
"214180","14477","Базовая"," "
"214734","14485","Базовая"," "
"214765","14501","Базовая"," "
"214795","14507","Базовая","2016"
"214796","14508","Базовая","2016"
"214797","14509","Базовая","2016"
"214798","14510","Базовая","2016"
"214799","14511","Базовая","2016"
"214800","14512","Базовая"," "
"214802","14513","Базовая"," "
"214804","14514","Базовая"," "
"214805","14515","Базовая"," "
"214806","14516","Базовая"," "
"214809","14517","Базовая"," "
"214810","14518","Базовая"," "
"214817","14519","Базовая"," "
"214819","14520","Базовая"," "
"214820","14521","Базовая"," "
"214912","14522","Базовая"," "
"214913","14524","Базовая"," "
"214914","14527","Базовая"," "
"214915","14529","Базовая"," "
"214986","14540","Базовая"," "
"214993","14543","Базовая"," "
"215025","14544","Базовая","2016"
"215026","14545","Базовая","2016"
"215027","14546","Базовая","2016"
"215028","14547","Базовая","2016"
"215029","14548","Базовая"," "
"215030","14549","Базовая"," "
"215031","14550","Базовая"," "
"215033","14551","Базовая"," "
"215034","14552","Базовая"," "
"215036","14553","Базовая"," "
"215039","14554","Базовая"," "
"215041","14555","Базовая"," "
"215542","14888","Базовая","2015"
"215544","14890","Базовая","2015"
"215545","14891","Базовая","2015"
"215547","14892","Базовая"," "
"215549","14893","Базовая"," "
"215552","14895","Базовая"," "
"215557","14898","Базовая","2016"
"215563","14903","Базовая"," "
"215564","14904","Базовая"," "
"215565","14905","Базовая"," "
"215567","14906","Базовая","2016"
"215568","14907","Базовая","2016"
"215569","14908","Базовая","2016"
"215582","14909","Базовая"," "
"215583","14910","Базовая"," "
"215584","14911","Базовая"," "
"215585","14912","Базовая"," "
"215586","14913","Базовая"," "
"215587","14914","Базовая"," "
"215596","14915","Базовая"," "
"215598","14916","Базовая"," "
"215599","14917","Базовая"," "
"215601","14918","Базовая"," "
"215605","14919","Базовая"," "
"215709","14921","Базовая"," "
"215713","14923","Базовая"," "
"215714","14924","Базовая"," "
"215715","14926","Базовая"," "
"215716","14929","Базовая"," "
"215717","14931","Базовая"," "
"215718","14933","Базовая"," "
"215719","14935","Базовая"," "
"215720","14937","Базовая"," "
"215721","14939","Базовая"," "
"215722","14942","Базовая"," "
"215723","14944","Базовая"," "
"215724","14945","Базовая"," "
"215726","14946","Базовая"," "
"215727","14947","Базовая"," "
"215728","14951","Базовая"," "
"215733","14959","Базовая"," "
"215734","14962","Базовая"," "
"215735","14963","Базовая"," "
"215736","14964","Базовая"," "
"215737","14965","Базовая"," "
"215738","14966","Базовая"," "
"217748","15488","Базовая"," "
"217759","15497","Базовая","2012"
"217760","15500","Базовая","2013"
"217780","15513","Базовая","2012"
"217781","15514","Базовая","2013"
"217791","15519","Базовая","2013"
"217805","15532","Базовая"," "
"217822","15558","Базовая"," "
"63132","15656","Базовая"," "
"25579","15660","Базовая"," "
"25601","15661","Базовая"," "
"188442","15664","Базовая"," "
"188443","15667","Базовая"," "
"63200","15806","Базовая"," "
"62957","15810","Базовая","2017"
"62958","15813","Базовая","2017"
"181568","15816","Базовая","2017"
"62961","15818","Базовая","2017"
"174910","15863","Базовая"," "
"62497","15867","Базовая"," "
"187196","15927","Базовая"," "
"195499","15930","Базовая"," "
"195515","15933","Базовая"," "
"195522","15934","Базовая"," "
"195523","15935","Базовая"," "
"208883","15943","Базовая"," "
"215544","16055","Базовая","2016"
"215545","16056","Базовая","2016"
"219043","16073","Базовая","2016"
"219044","16074","Базовая","2016"
"219437","16079","Базовая"," "
"219438","16080","Базовая"," "
"219468","16116","Базовая"," "
"219469","16121","Базовая"," "
"188477","16143","Базовая"," "
"189368","16153","Базовая","2016"
"209803","16242","Базовая"," "
"209830","16246","Базовая"," "
"209853","16248","Базовая"," "
"209854","16250","Базовая"," "
"209855","16252","Базовая"," "
"209856","16254","Базовая"," "
"209859","16256","Базовая"," "
"209870","16259","Базовая"," "
"209861","16262","Базовая"," "
"209863","16265","Базовая"," "
"209876","16272","Базовая"," "
"209879","16274","Базовая"," "
"209881","16277","Базовая"," "
"209888","16278","Базовая"," "
"215725","16280","Базовая"," "
"215729","16281","Базовая","2016"
"219504","16309","Базовая"," "
"209868","16322","Базовая"," "
"63123","16326","Базовая"," "
"63122","16329","Базовая"," "
"63121","16332","Базовая"," "
"110594","16335","Базовая"," "
"61938","16338","Базовая"," "
"25425","16354","Базовая"," "
"170937","16358","Базовая"," "
"174123","16362","Базовая"," "
"174124","16366","Базовая"," "
"174122","16370","Базовая"," "
"174121","16374","Базовая"," "
"170946","16378","Базовая"," "
"170945","16379","Базовая"," "
"174127","16380","Базовая"," "
"174125","16381","Базовая"," "
"174126","16382","Базовая"," "
"173730","16383","Базовая"," "
"173731","16386","Базовая"," "
"176827","16389","Базовая"," "
"25594","16391","Базовая"," "
"178722","16412","Базовая"," "
"178723","16416","Базовая"," "
"178724","16420","Базовая"," "
"178726","16424","Базовая"," "
"178725","16428","Базовая"," "
"178727","16432","Базовая"," "
"174305","16467","Базовая"," "
"173938","16471","Базовая"," "
"182936","16532","Базовая"," "
"219523","16601","Базовая"," "
"219525","16603","Базовая"," "
"219526","16607","Базовая"," "
"219527","16611","Базовая"," "
"219528","16615","Базовая"," "
"219529","16619","Базовая"," "
"219530","16623","Базовая"," "
"219531","16626","Базовая"," "
"219532","16630","Базовая"," "
"219534","16635","Базовая"," "
"219537","16645","Базовая"," "
"219538","16648","Базовая"," "
"179876","16774","Базовая"," "
"169850","16905","Базовая"," "
"169851","16906","Базовая"," "
"171968","16914","Базовая"," "
"176257","16973","Базовая"," "
"11197","16974","Базовая"," "
"173696","16975","Базовая"," "
"188479","16976","Базовая"," "
"188478","16980","Базовая"," "
"188483","16982","Базовая"," "
"188486","16984","Базовая"," "
"177748","17000","Базовая"," "
"177750","17001","Базовая"," "
"177752","17002","Базовая"," "
"177754","17003","Базовая"," "
"189982","17006","Базовая"," "
"189984","17008","Базовая"," "
"189985","17011","Базовая"," "
"189987","17013","Базовая"," "
"189986","17015","Базовая"," "
"189988","17018","Базовая"," "
"179878","17026","Базовая"," "
"179875","17027","Базовая"," "
"179877","17028","Базовая"," "
"219589","17305","Базовая"," "
"219590","17310","Базовая"," "
"219591","17311","Базовая"," "
"219617","17331","Базовая","2016"
"219628","17342","Базовая"," "
"219627","17343","Базовая"," "
"219629","17344","Базовая"," "
"219645","17346","Базовая"," "
"219644","17347","Базовая"," "
"219646","17348","Базовая"," "
"219647","17349","Базовая","2016"
"219648","17350","Базовая","2016"
"219649","17351","Базовая"," "
"219650","17352","Базовая","2016"
"219651","17353","Базовая"," "
"219652","17354","Базовая"," "
"219653","17355","Базовая"," "
"219654","17356","Базовая"," "
"219655","17357","Базовая"," "
"219656","17358","Базовая"," "
"219657","17359","Базовая"," "
"219658","17360","Базовая"," "
"219659","17361","Базовая"," "
"219660","17362","Базовая"," "
"188490","17379","Базовая"," "
"188491","17383","Базовая"," "
"188492","17389","Базовая"," "
"188528","17397","Базовая"," "
"177749","17400","Базовая"," "
"177751","17401","Базовая"," "
"177753","17402","Базовая"," "
"177755","17403","Базовая"," "
"234563","17404","Базовая"," "
"234564","17405","Базовая"," "
"234565","17406","Базовая"," "
"234566","17407","Базовая"," "
"27507","17408","Базовая"," "
"190032","17410","Базовая"," "
"190034","17413","Базовая"," "
"190036","17415","Базовая"," "
"190037","17416","Базовая"," "
"68974","17418","Базовая"," "
"69279","17419","Базовая"," "
"69278","17420","Базовая"," "
"69382","17421","Базовая"," "
"69486","17422","Базовая"," "
"69485","17423","Базовая"," "
"69488","17424","Базовая"," "
"69487","17425","Базовая"," "
"219689","17527","Базовая"," "
"219690","17532","Базовая"," "
"219691","17540","Базовая"," "
"219692","17547","Базовая"," "
"219693","17552","Базовая"," "
"219694","17557","Базовая"," "
"174937","17595","Базовая"," "
"174938","17596","Базовая"," "
"219697","17597","Базовая"," "
"219698","17598","Базовая"," "
"219699","17603","Базовая"," "
"219700","17604","Базовая"," "
"219701","17605","Базовая"," "
"219702","17606","Базовая"," "
"219708","17652","Базовая"," "
"219707","17653","Базовая"," "
"219709","17654","Базовая"," "
"213169","17655","Базовая","2016"
"219735","17669","Базовая"," "
"219736","17670","Базовая"," "
"219737","17671","Базовая"," "
"219738","17672","Базовая"," "
"219739","17673","Базовая"," "
